SIID,simvar,periodRatio,mutualHill,durationRatio,a1,a2,e1,e2,i1,i2,m1,m2,b1,b2,argPeri1,argPeri2,longAscNode1,longAscNode2
13530.0,1.04040003,2.0372617,25.33700905,0.86743401,0.05106,0.08208,0.11419,0.04757,0.07854,0.04424,2.69313,3.52012,0.50326,0.47761,1.98715,4.65365,2.414,-3.06668
13544.0,1.04040003,4.25303293,50.42183685,0.77777682,0.05106,0.13404,0.11419,0.03716,0.07854,0.04175,2.69313,2.92291,0.65605,0.47336,1.98715,1.1174,2.414,1.1578
13566.0,1.04040003,2.0372617,25.33700905,0.36263909,0.05106,0.08208,0.11419,0.04757,0.07854,0.04424,2.69313,3.52012,0.81363,0.84496,1.98715,4.65365,2.414,-3.06668
13568.0,1.04040003,2.0372617,25.33700905,0.98741085,0.05106,0.08208,0.11419,0.04757,0.07854,0.04424,2.69313,3.52012,0.18736,0.47839,1.98715,4.65365,2.414,-3.06668
13577.0,1.04040003,2.0372617,25.33700905,2.6032258,0.05106,0.08208,0.11419,0.04757,0.07854,0.04424,2.69313,3.52012,0.05375,0.94628,1.98715,4.65365,2.414,-3.06668
13577.0,1.04040003,2.08762229,25.83087875,0.41461949,0.08208,0.13404,0.04757,0.03716,0.04424,0.04175,3.52012,2.92291,0.94628,0.43992,4.65365,1.1174,-3.06668,1.1578
13588.0,1.04040003,4.25303293,50.42183685,0.65075672,0.05106,0.13404,0.11419,0.03716,0.07854,0.04175,2.69313,2.92291,0.80916,0.64098,1.98715,1.1174,2.414,1.1578
13644.0,1.04040003,2.0372617,25.33700905,0.87610414,0.05106,0.08208,0.11419,0.04757,0.07854,0.04424,2.69313,3.52012,0.64572,0.18883,1.98715,4.65365,2.414,-3.06668
13644.0,1.04040003,4.01658869,43.70975783,1.57918559,0.08208,0.20737,0.04757,0.03993,0.04424,0.03176,3.52012,4.24018,0.18883,0.76769,4.65365,3.66308,-3.06668,-1.22913
13655.0,1.04040003,2.0372617,25.33700905,0.92544386,0.05106,0.08208,0.11419,0.04757,0.07854,0.04424,2.69313,3.52012,0.13631,0.38285,1.98715,4.65365,2.414,-3.06668
13660.0,1.04040003,2.0372617,25.33700905,0.76547275,0.05106,0.08208,0.11419,0.04757,0.07854,0.04424,2.69313,3.52012,0.32271,0.27449,1.98715,4.65365,2.414,-3.06668
13682.0,1.04040003,2.0372617,25.33700905,0.70148474,0.05106,0.08208,0.11419,0.04757,0.07854,0.04424,2.69313,3.52012,0.90432,0.83354,1.98715,4.65365,2.414,-3.06668
13682.0,1.04040003,2.08762229,25.83087875,0.86737167,0.08208,0.13404,0.04757,0.03716,0.04424,0.04175,3.52012,2.92291,0.83354,0.72155,4.65365,1.1174,-3.06668,1.1578
13682.0,1.04040003,1.92400163,22.27581966,0.77639941,0.13404,0.20737,0.03716,0.03993,0.04175,0.03176,2.92291,4.24018,0.72155,0.62619,1.1174,3.66308,1.1578,-1.22913
13711.0,1.04040003,2.0372617,25.33700905,0.76043486,0.05106,0.08208,0.11419,0.04757,0.07854,0.04424,2.69313,3.52012,0.83723,0.84259,1.98715,4.65365,2.414,-3.06668
13711.0,1.04040003,2.08762229,25.83087875,0.60170851,0.08208,0.13404,0.04757,0.03716,0.04424,0.04175,3.52012,2.92291,0.84259,0.35651,4.65365,1.1174,-3.06668,1.1578
13711.0,1.04040003,1.92400163,22.27581966,1.17074234,0.13404,0.20737,0.03716,0.03993,0.04175,0.03176,2.92291,4.24018,0.35651,0.68961,1.1174,3.66308,1.1578,-1.22913
13711.0,1.04040003,4.60033888,48.80021621,0.79371606,0.20737,0.57359,0.03993,0.01016,0.03176,0.01839,4.24018,2.85004,0.68961,0.11494,3.66308,3.62241,-1.22913,0.50705
13717.0,1.04040003,4.25303293,50.42183685,0.55702106,0.05106,0.13404,0.11419,0.03716,0.07854,0.04175,2.69313,2.92291,0.8446,0.47956,1.98715,1.1174,2.414,1.1578
13777.0,1.04040003,2.0372617,25.33700905,1.13262513,0.05106,0.08208,0.11419,0.04757,0.07854,0.04424,2.69313,3.52012,0.21448,0.65556,1.98715,4.65365,2.414,-3.06668
13777.0,1.04040003,2.08762229,25.83087875,0.70367817,0.08208,0.13404,0.04757,0.03716,0.04424,0.04175,3.52012,2.92291,0.65556,0.20327,4.65365,1.1174,-3.06668,1.1578
13809.0,1.04040003,2.0372617,25.33700905,0.97674675,0.05106,0.08208,0.11419,0.04757,0.07854,0.04424,2.69313,3.52012,0.32422,0.12985,1.98715,4.65365,2.414,-3.06668
13813.0,1.04040003,2.0372617,25.33700905,1.19058106,0.05106,0.08208,0.11419,0.04757,0.07854,0.04424,2.69313,3.52012,0.06946,0.72936,1.98715,4.65365,2.414,-3.06668
13818.0,1.04040003,2.0372617,25.33700905,0.78114316,0.05106,0.08208,0.11419,0.04757,0.07854,0.04424,2.69313,3.52012,0.55653,0.33251,1.98715,4.65365,2.414,-3.06668
13818.0,1.04040003,2.08762229,25.83087875,1.16489005,0.08208,0.13404,0.04757,0.03716,0.04424,0.04175,3.52012,2.92291,0.33251,0.45856,4.65365,1.1174,-3.06668,1.1578
13827.0,1.04040003,2.0372617,25.33700905,1.7711592,0.05106,0.08208,0.11419,0.04757,0.07854,0.04424,2.69313,3.52012,0.07948,0.87069,1.98715,4.65365,2.414,-3.06668
13936.0,1.04040003,4.25303293,50.42183685,0.98677791,0.05106,0.13404,0.11419,0.03716,0.07854,0.04175,2.69313,2.92291,0.58417,0.15595,1.98715,1.1174,2.414,1.1578
13972.0,1.04040003,2.0372617,25.33700905,1.07468662,0.05106,0.08208,0.11419,0.04757,0.07854,0.04424,2.69313,3.52012,0.87538,0.90417,1.98715,4.65365,2.414,-3.06668
13972.0,1.04040003,2.08762229,25.83087875,0.49001026,0.08208,0.13404,0.04757,0.03716,0.04424,0.04175,3.52012,2.92291,0.90417,0.47477,4.65365,1.1174,-3.06668,1.1578
13972.0,1.04040003,1.92400163,22.27581966,0.85769017,0.13404,0.20737,0.03716,0.03993,0.04175,0.03176,2.92291,4.24018,0.47477,0.53564,1.1174,3.66308,1.1578,-1.22913
13972.0,1.04040003,1.84464683,22.14328934,0.79544253,0.20737,0.31191,0.03993,0.01033,0.03176,0.01968,4.24018,1.76466,0.53564,0.05806,3.66308,0.78518,-1.22913,0.30571
13972.0,1.04040003,2.49388599,35.48644736,1.11516243,0.31191,0.57359,0.01033,0.01016,0.01968,0.01839,1.76466,2.85004,0.05806,0.36747,0.78518,3.62241,0.30571,0.50705
13984.0,1.04040003,2.0372617,25.33700905,0.65179124,0.05106,0.08208,0.11419,0.04757,0.07854,0.04424,2.69313,3.52012,0.84006,0.73201,1.98715,4.65365,2.414,-3.06668
13985.0,1.04040003,2.0372617,25.33700905,1.09129737,0.05106,0.08208,0.11419,0.04757,0.07854,0.04424,2.69313,3.52012,0.42485,0.68566,1.98715,4.65365,2.414,-3.06668
13996.0,1.04040003,2.0372617,25.33700905,0.62130546,0.05106,0.08208,0.11419,0.04757,0.07854,0.04424,2.69313,3.52012,0.71497,0.30531,1.98715,4.65365,2.414,-3.06668
14001.0,1.04040003,2.0372617,25.33700905,0.92318671,0.05106,0.08208,0.11419,0.04757,0.07854,0.04424,2.69313,3.52012,0.3147,0.26068,1.98715,4.65365,2.414,-3.06668
14004.0,1.04040003,8.18284229,63.41500209,0.55631595,0.05106,0.20737,0.11419,0.03993,0.07854,0.03176,2.69313,4.24018,0.86958,0.08064,1.98715,3.66308,2.414,-1.22913
14025.0,1.04040003,4.25303293,50.42183685,0.55242912,0.05106,0.13404,0.11419,0.03716,0.07854,0.04175,2.69313,2.92291,0.65073,0.19597,1.98715,1.1174,2.414,1.1578
14028.0,1.04040003,2.0372617,25.33700905,6.86230111,0.05106,0.08208,0.11419,0.04757,0.07854,0.04424,2.69313,3.52012,0.5719,0.99488,1.98715,4.65365,2.414,-3.06668
14028.0,1.04040003,2.08762229,25.83087875,0.12744527,0.08208,0.13404,0.04757,0.03716,0.04424,0.04175,3.52012,2.92291,0.99488,0.37317,4.65365,1.1174,-3.06668,1.1578
14028.0,1.04040003,1.92400163,22.27581966,0.89550136,0.13404,0.20737,0.03716,0.03993,0.04175,0.03176,2.92291,4.24018,0.37317,0.20978,1.1174,3.66308,1.1578,-1.22913
14028.0,1.04040003,1.84464683,22.14328934,1.33844797,0.20737,0.31191,0.03993,0.01033,0.03176,0.01968,4.24018,1.76466,0.20978,0.64529,3.66308,0.78518,-1.22913,0.30571
14028.0,1.04040003,1.5281015,16.49429539,0.78008053,0.31191,0.4138,0.01033,0.01326,0.01968,0.0318,1.76466,3.16355,0.64529,0.43834,0.78518,4.75271,0.30571,-1.23709
14028.0,1.04040003,1.63201593,17.79144882,2.64387956,0.4138,0.57359,0.01326,0.01016,0.0318,0.01839,3.16355,2.85004,0.43834,0.9379,4.75271,3.62241,-1.23709,0.50705
14045.0,1.04040003,2.0372617,25.33700905,0.68224817,0.05106,0.08208,0.11419,0.04757,0.07854,0.04424,2.69313,3.52012,0.45404,0.19293,1.98715,4.65365,2.414,-3.06668
14045.0,1.04040003,2.08762229,25.83087875,1.5357949,0.08208,0.13404,0.04757,0.03716,0.04424,0.04175,3.52012,2.92291,0.19293,0.6854,4.65365,1.1174,-3.06668,1.1578
14059.0,1.04040003,4.25303293,50.42183685,1.01148706,0.05106,0.13404,0.11419,0.03716,0.07854,0.04175,2.69313,2.92291,0.71894,0.74856,1.98715,1.1174,2.414,1.1578
14096.0,1.04040003,4.25303293,50.42183685,0.61373108,0.05106,0.13404,0.11419,0.03716,0.07854,0.04175,2.69313,2.92291,0.80268,0.35644,1.98715,1.1174,2.414,1.1578
14103.0,1.04040003,2.0372617,25.33700905,1.50086289,0.05106,0.08208,0.11419,0.04757,0.07854,0.04424,2.69313,3.52012,0.7138,0.92546,1.98715,4.65365,2.414,-3.06668
14103.0,1.04040003,2.08762229,25.83087875,0.41081683,0.08208,0.13404,0.04757,0.03716,0.04424,0.04175,3.52012,2.92291,0.92546,0.10647,4.65365,1.1174,-3.06668,1.1578
14103.0,1.04040003,1.92400163,22.27581966,1.07377731,0.13404,0.20737,0.03716,0.03993,0.04175,0.03176,2.92291,4.24018,0.10647,0.36659,1.1174,3.66308,1.1578,-1.22913
14103.0,1.04040003,2.81880758,34.08844553,1.36981825,0.20737,0.4138,0.03993,0.01326,0.03176,0.0318,4.24018,3.16355,0.36659,0.70914,3.66308,4.75271,-1.22913,-1.23709
14130.0,1.04040003,2.0372617,25.33700905,0.81261777,0.05106,0.08208,0.11419,0.04757,0.07854,0.04424,2.69313,3.52012,0.02744,0.44889,1.98715,4.65365,2.414,-3.06668
14135.0,1.04040003,2.0372617,25.33700905,0.62070524,0.05106,0.08208,0.11419,0.04757,0.07854,0.04424,2.69313,3.52012,0.62965,0.12617,1.98715,4.65365,2.414,-3.06668
14165.0,1.04040003,2.0372617,25.33700905,1.53936016,0.05106,0.08208,0.11419,0.04757,0.07854,0.04424,2.69313,3.52012,0.68286,0.91509,1.98715,4.65365,2.414,-3.06668
14165.0,1.04040003,4.01658869,43.70975783,0.3293592,0.08208,0.20737,0.04757,0.03993,0.04424,0.03176,3.52012,4.24018,0.91509,0.34904,4.65365,3.66308,-3.06668,-1.22913
14171.0,1.04040003,2.0372617,25.33700905,1.62151411,0.05106,0.08208,0.11419,0.04757,0.07854,0.04424,2.69313,3.52012,0.54609,0.88976,1.98715,4.65365,2.414,-3.06668
14171.0,1.04040003,2.08762229,25.83087875,0.5487754,0.08208,0.13404,0.04757,0.03716,0.04424,0.04175,3.52012,2.92291,0.88976,0.48416,4.65365,1.1174,-3.06668,1.1578
14171.0,1.04040003,1.92400163,22.27581966,0.79851323,0.13404,0.20737,0.03716,0.03993,0.04175,0.03176,2.92291,4.24018,0.48416,0.13234,1.1174,3.66308,1.1578,-1.22913
14171.0,1.04040003,2.81880758,34.08844553,0.95151015,0.20737,0.4138,0.03993,0.01326,0.03176,0.0318,4.24018,3.16355,0.13234,0.24113,3.66308,4.75271,-1.22913,-1.23709
14203.0,1.04040003,2.0372617,25.33700905,0.50513923,0.05106,0.08208,0.11419,0.04757,0.07854,0.04424,2.69313,3.52012,0.87321,0.58798,1.98715,4.65365,2.414,-3.06668
14203.0,1.04040003,4.01658869,43.70975783,1.02902163,0.08208,0.20737,0.04757,0.03993,0.04424,0.03176,3.52012,4.24018,0.58798,0.47744,4.65365,3.66308,-3.06668,-1.22913
14232.0,1.04040003,2.0372617,25.33700905,1.23572329,0.05106,0.08208,0.11419,0.04757,0.07854,0.04424,2.69313,3.52012,0.45198,0.78731,1.98715,4.65365,2.414,-3.06668
14237.0,1.04040003,2.0372617,25.33700905,0.92507972,0.05106,0.08208,0.11419,0.04757,0.07854,0.04424,2.69313,3.52012,0.56616,0.29276,1.98715,4.65365,2.414,-3.06668
14237.0,1.04040003,2.08762229,25.83087875,1.07133349,0.08208,0.13404,0.04757,0.03716,0.04424,0.04175,3.52012,2.92291,0.29276,0.37655,4.65365,1.1174,-3.06668,1.1578
14251.0,1.04040003,4.25303293,50.42183685,0.90722686,0.05106,0.13404,0.11419,0.03716,0.07854,0.04175,2.69313,2.92291,0.34518,0.28233,1.98715,1.1174,2.414,1.1578
14255.0,1.04040003,2.0372617,25.33700905,0.96088667,0.05106,0.08208,0.11419,0.04757,0.07854,0.04424,2.69313,3.52012,0.82816,0.74014,1.98715,4.65365,2.414,-3.06668
14262.0,1.04040003,8.18284229,63.41500209,0.50270191,0.05106,0.20737,0.11419,0.03993,0.07854,0.03176,2.69313,4.24018,0.89298,0.0769,1.98715,3.66308,2.414,-1.22913
14264.0,1.04040003,2.0372617,25.33700905,0.83326101,0.05106,0.08208,0.11419,0.04757,0.07854,0.04424,2.69313,3.52012,0.46095,0.36955,1.98715,4.65365,2.414,-3.06668
14274.0,1.04040003,2.0372617,25.33700905,2.30423523,0.05106,0.08208,0.11419,0.04757,0.07854,0.04424,2.69313,3.52012,0.20463,0.93366,1.98715,4.65365,2.414,-3.06668
14281.0,1.04040003,2.0372617,25.33700905,1.11629756,0.05106,0.08208,0.11419,0.04757,0.07854,0.04424,2.69313,3.52012,0.71589,0.84244,1.98715,4.65365,2.414,-3.06668
14285.0,1.04040003,2.0372617,25.33700905,0.84221724,0.05106,0.08208,0.11419,0.04757,0.07854,0.04424,2.69313,3.52012,0.13077,0.27915,1.98715,4.65365,2.414,-3.06668
14285.0,1.04040003,4.01658869,43.70975783,0.98115401,0.08208,0.20737,0.04757,0.03993,0.04424,0.03176,3.52012,4.24018,0.27915,0.2455,4.65365,3.66308,-3.06668,-1.22913
14285.0,1.04040003,2.81880758,34.08844553,1.23590924,0.20737,0.4138,0.03993,0.01326,0.03176,0.0318,4.24018,3.16355,0.2455,0.46516,3.66308,4.75271,-1.22913,-1.23709
14308.0,1.04040003,2.0372617,25.33700905,0.97195571,0.05106,0.08208,0.11419,0.04757,0.07854,0.04424,2.69313,3.52012,0.38397,0.50764,1.98715,4.65365,2.414,-3.06668
14337.0,1.04040003,2.0372617,25.33700905,0.86400295,0.05106,0.08208,0.11419,0.04757,0.07854,0.04424,2.69313,3.52012,0.31001,0.26706,1.98715,4.65365,2.414,-3.06668
14343.0,1.04040003,2.0372617,25.33700905,0.52456661,0.05106,0.08208,0.11419,0.04757,0.07854,0.04424,2.69313,3.52012,0.81002,0.49485,1.98715,4.65365,2.414,-3.06668
14343.0,1.04040003,4.01658869,43.70975783,1.03123198,0.08208,0.20737,0.04757,0.03993,0.04424,0.03176,3.52012,4.24018,0.49485,0.0593,4.65365,3.66308,-3.06668,-1.22913
14344.0,1.04040003,2.0372617,25.33700905,0.21090706,0.05106,0.08208,0.11419,0.04757,0.07854,0.04424,2.69313,3.52012,0.59309,0.08587,1.98715,4.65365,2.414,-3.06668
14344.0,1.04040003,2.08762229,25.83087875,1.17812971,0.08208,0.13404,0.04757,0.03716,0.04424,0.04175,3.52012,2.92291,0.08587,0.35183,4.65365,1.1174,-3.06668,1.1578
14348.0,1.04040003,2.0372617,25.33700905,0.57125979,0.05106,0.08208,0.11419,0.04757,0.07854,0.04424,2.69313,3.52012,0.88351,0.72889,1.98715,4.65365,2.414,-3.06668
14348.0,1.04040003,4.01658869,43.70975783,1.34748283,0.08208,0.20737,0.04757,0.03993,0.04424,0.03176,3.52012,4.24018,0.72889,0.78196,4.65365,3.66308,-3.06668,-1.22913
14352.0,1.04040003,2.0372617,25.33700905,0.66359913,0.05106,0.08208,0.11419,0.04757,0.07854,0.04424,2.69313,3.52012,0.63389,0.14912,1.98715,4.65365,2.414,-3.06668
14352.0,1.04040003,2.08762229,25.83087875,1.06281578,0.08208,0.13404,0.04757,0.03716,0.04424,0.04175,3.52012,2.92291,0.14912,0.57861,4.65365,1.1174,-3.06668,1.1578
14362.0,1.04040003,2.0372617,25.33700905,0.62232341,0.05106,0.08208,0.11419,0.04757,0.07854,0.04424,2.69313,3.52012,0.49464,0.12545,1.98715,4.65365,2.414,-3.06668
14362.0,1.04040003,2.08762229,25.83087875,1.49009959,0.08208,0.13404,0.04757,0.03716,0.04424,0.04175,3.52012,2.92291,0.12545,0.65105,4.65365,1.1174,-3.06668,1.1578
14364.0,1.04040003,2.0372617,25.33700905,0.97941539,0.05106,0.08208,0.11419,0.04757,0.07854,0.04424,2.69313,3.52012,0.57146,0.49132,1.98715,4.65365,2.414,-3.06668
14407.0,1.04040003,4.25303293,50.42183685,0.72887193,0.05106,0.13404,0.11419,0.03716,0.07854,0.04175,2.69313,2.92291,0.61583,0.18251,1.98715,1.1174,2.414,1.1578
14408.0,1.04040003,2.0372617,25.33700905,0.52822646,0.05106,0.08208,0.11419,0.04757,0.07854,0.04424,2.69313,3.52012,0.80514,0.59143,1.98715,4.65365,2.414,-3.06668
14408.0,1.04040003,2.08762229,25.83087875,1.03422839,0.08208,0.13404,0.04757,0.03716,0.04424,0.04175,3.52012,2.92291,0.59143,0.55234,4.65365,1.1174,-3.06668,1.1578
14430.0,1.04040003,2.0372617,25.33700905,0.94541316,0.05106,0.08208,0.11419,0.04757,0.07854,0.04424,2.69313,3.52012,0.03209,0.12429,1.98715,4.65365,2.414,-3.06668
14431.0,1.04040003,4.25303293,50.42183685,1.00231155,0.05106,0.13404,0.11419,0.03716,0.07854,0.04175,2.69313,2.92291,0.39831,0.48875,1.98715,1.1174,2.414,1.1578
14455.0,1.04040003,2.0372617,25.33700905,0.96363412,0.05106,0.08208,0.11419,0.04757,0.07854,0.04424,2.69313,3.52012,0.35233,0.20323,1.98715,4.65365,2.414,-3.06668
14455.0,1.04040003,2.08762229,25.83087875,2.03201237,0.08208,0.13404,0.04757,0.03716,0.04424,0.04175,3.52012,2.92291,0.20323,0.85543,4.65365,1.1174,-3.06668,1.1578
14572.0,1.04040003,2.0372617,25.33700905,1.14565933,0.05106,0.08208,0.11419,0.04757,0.07854,0.04424,2.69313,3.52012,0.20139,0.47025,1.98715,4.65365,2.414,-3.06668
14579.0,1.04040003,2.0372617,25.33700905,0.93624584,0.05106,0.08208,0.11419,0.04757,0.07854,0.04424,2.69313,3.52012,0.20887,0.35459,1.98715,4.65365,2.414,-3.06668
14603.0,1.04040003,4.25303293,50.42183685,0.15298574,0.05106,0.13404,0.11419,0.03716,0.07854,0.04175,2.69313,2.92291,0.99713,0.72651,1.98715,1.1174,2.414,1.1578
14615.0,1.04040003,2.0372617,25.33700905,0.27705145,0.05106,0.08208,0.11419,0.04757,0.07854,0.04424,2.69313,3.52012,0.96312,0.7687,1.98715,4.65365,2.414,-3.06668
14615.0,1.04040003,4.01658869,43.70975783,0.64775546,0.08208,0.20737,0.04757,0.03993,0.04424,0.03176,3.52012,4.24018,0.7687,0.21297,4.65365,3.66308,-3.06668,-1.22913
14616.0,1.04040003,2.0372617,25.33700905,2.00392042,0.05106,0.08208,0.11419,0.04757,0.07854,0.04424,2.69313,3.52012,0.07691,0.89993,1.98715,4.65365,2.414,-3.06668
14654.0,1.04040003,2.0372617,25.33700905,0.06434848,0.05106,0.08208,0.11419,0.04757,0.07854,0.04424,2.69313,3.52012,0.99869,0.83045,1.98715,4.65365,2.414,-3.06668
14654.0,1.04040003,4.01658869,43.70975783,0.69117982,0.08208,0.20737,0.04757,0.03993,0.04424,0.03176,3.52012,4.24018,0.83045,0.01011,4.65365,3.66308,-3.06668,-1.22913
14654.0,1.04040003,2.81880758,34.08844553,1.007968,0.20737,0.4138,0.03993,0.01326,0.03176,0.0318,4.24018,3.16355,0.01011,0.01739,3.66308,4.75271,-1.22913,-1.23709
14691.0,1.04040003,2.0372617,25.33700905,0.81585841,0.05106,0.08208,0.11419,0.04757,0.07854,0.04424,2.69313,3.52012,0.63269,0.52461,1.98715,4.65365,2.414,-3.06668
14704.0,1.04040003,2.0372617,25.33700905,1.72450303,0.05106,0.08208,0.11419,0.04757,0.07854,0.04424,2.69313,3.52012,0.02332,0.86441,1.98715,4.65365,2.414,-3.06668
14721.0,1.04040003,4.25303293,50.42183685,0.99306325,0.05106,0.13404,0.11419,0.03716,0.07854,0.04175,2.69313,2.92291,0.32521,0.23019,1.98715,1.1174,2.414,1.1578
14739.0,1.04040003,2.0372617,25.33700905,0.58363337,0.05106,0.08208,0.11419,0.04757,0.07854,0.04424,2.69313,3.52012,0.70232,0.26347,1.98715,4.65365,2.414,-3.06668
14741.0,1.04040003,4.25303293,50.42183685,0.9324137,0.05106,0.13404,0.11419,0.03716,0.07854,0.04175,2.69313,2.92291,0.29345,0.23447,1.98715,1.1174,2.414,1.1578
14780.0,1.04040003,2.0372617,25.33700905,-0.75696907,0.05106,0.08208,0.11419,0.04757,0.07854,0.04424,2.69313,3.52012,0.46396,0.06843,1.98715,4.65365,2.414,-3.06668
14780.0,1.04040003,2.08762229,25.83087875,1.21459729,0.08208,0.13404,0.04757,0.03716,0.04424,0.04175,3.52012,2.92291,0.06843,0.37641,4.65365,1.1174,-3.06668,1.1578
14802.0,1.04040003,2.0372617,25.33700905,0.66484437,0.05106,0.08208,0.11419,0.04757,0.07854,0.04424,2.69313,3.52012,0.64776,0.17315,1.98715,4.65365,2.414,-3.06668
14866.0,1.04040003,2.0372617,25.33700905,1.22149206,0.05106,0.08208,0.11419,0.04757,0.07854,0.04424,2.69313,3.52012,0.34582,0.70378,1.98715,4.65365,2.414,-3.06668
14866.0,1.04040003,2.08762229,25.83087875,1.77582163,0.08208,0.13404,0.04757,0.03716,0.04424,0.04175,3.52012,2.92291,0.70378,0.90372,4.65365,1.1174,-3.06668,1.1578
14866.0,1.04040003,1.92400163,22.27581966,0.469929,0.13404,0.20737,0.03716,0.03993,0.04175,0.03176,2.92291,4.24018,0.90372,0.28012,1.1174,3.66308,1.1578,-1.22913
14866.0,1.04040003,2.81880758,34.08844553,1.09788524,0.20737,0.4138,0.03993,0.01326,0.03176,0.0318,4.24018,3.16355,0.28012,0.53332,3.66308,4.75271,-1.22913,-1.23709
14890.0,1.04040003,2.0372617,25.33700905,0.74427713,0.05106,0.08208,0.11419,0.04757,0.07854,0.04424,2.69313,3.52012,0.45528,0.18461,1.98715,4.65365,2.414,-3.06668
14917.0,1.04040003,2.0372617,25.33700905,1.16507548,0.05106,0.08208,0.11419,0.04757,0.07854,0.04424,2.69313,3.52012,0.2537,0.70766,1.98715,4.65365,2.414,-3.06668
14917.0,1.04040003,4.01658869,43.70975783,0.91582148,0.08208,0.20737,0.04757,0.03993,0.04424,0.03176,3.52012,4.24018,0.70766,0.07747,4.65365,3.66308,-3.06668,-1.22913
14928.0,1.04040003,2.0372617,25.33700905,0.77242258,0.05106,0.08208,0.11419,0.04757,0.07854,0.04424,2.69313,3.52012,0.11032,0.13791,1.98715,4.65365,2.414,-3.06668
14966.0,1.04040003,2.0372617,25.33700905,1.11427486,0.05106,0.08208,0.11419,0.04757,0.07854,0.04424,2.69313,3.52012,0.456,0.64873,1.98715,4.65365,2.414,-3.06668
14975.0,1.04040003,2.0372617,25.33700905,0.62990809,0.05106,0.08208,0.11419,0.04757,0.07854,0.04424,2.69313,3.52012,0.64927,0.21831,1.98715,4.65365,2.414,-3.06668
14975.0,1.04040003,4.01658869,43.70975783,1.07574708,0.08208,0.20737,0.04757,0.03993,0.04424,0.03176,3.52012,4.24018,0.21831,0.50391,4.65365,3.66308,-3.06668,-1.22913
14976.0,1.04040003,4.25303293,50.42183685,1.12516922,0.05106,0.13404,0.11419,0.03716,0.07854,0.04175,2.69313,2.92291,0.24406,0.51149,1.98715,1.1174,2.414,1.1578
14977.0,1.04040003,2.0372617,25.33700905,0.99410498,0.05106,0.08208,0.11419,0.04757,0.07854,0.04424,2.69313,3.52012,0.02687,0.45162,1.98715,4.65365,2.414,-3.06668
15022.0,1.04040003,2.0372617,25.33700905,0.71114727,0.05106,0.08208,0.11419,0.04757,0.07854,0.04424,2.69313,3.52012,0.5404,0.14744,1.98715,4.65365,2.414,-3.06668
15030.0,1.04040003,2.0372617,25.33700905,1.03582168,0.05106,0.08208,0.11419,0.04757,0.07854,0.04424,2.69313,3.52012,0.20263,0.67136,1.98715,4.65365,2.414,-3.06668
15030.0,1.04040003,2.08762229,25.83087875,0.80546813,0.08208,0.13404,0.04757,0.03716,0.04424,0.04175,3.52012,2.92291,0.67136,0.09203,4.65365,1.1174,-3.06668,1.1578
15044.0,1.04040003,4.25303293,50.42183685,1.10499268,0.05106,0.13404,0.11419,0.03716,0.07854,0.04175,2.69313,2.92291,0.03997,0.38239,1.98715,1.1174,2.414,1.1578
15050.0,1.04040003,2.0372617,25.33700905,0.56684196,0.05106,0.08208,0.11419,0.04757,0.07854,0.04424,2.69313,3.52012,0.82415,0.51573,1.98715,4.65365,2.414,-3.06668
15050.0,1.04040003,4.01658869,43.70975783,0.69375261,0.08208,0.20737,0.04757,0.03993,0.04424,0.03176,3.52012,4.24018,0.51573,0.06993,4.65365,3.66308,-3.06668,-1.22913
15050.0,1.04040003,2.81880758,34.08844553,0.94127988,0.20737,0.4138,0.03993,0.01326,0.03176,0.0318,4.24018,3.16355,0.06993,0.14854,3.66308,4.75271,-1.22913,-1.23709
15051.0,1.04040003,2.0372617,25.33700905,0.76551602,0.05106,0.08208,0.11419,0.04757,0.07854,0.04424,2.69313,3.52012,0.33751,0.55333,1.98715,4.65365,2.414,-3.06668
15051.0,1.04040003,4.01658869,43.70975783,1.95568432,0.08208,0.20737,0.04757,0.03993,0.04424,0.03176,3.52012,4.24018,0.55333,0.87404,4.65365,3.66308,-3.06668,-1.22913
15059.0,1.04040003,4.25303293,50.42183685,0.61468565,0.05106,0.13404,0.11419,0.03716,0.07854,0.04175,2.69313,2.92291,0.82713,0.60218,1.98715,1.1174,2.414,1.1578
15088.0,1.04040003,2.0372617,25.33700905,1.20708199,0.05106,0.08208,0.11419,0.04757,0.07854,0.04424,2.69313,3.52012,0.11375,0.70381,1.98715,4.65365,2.414,-3.06668
15105.0,1.04040003,2.0372617,25.33700905,0.48684075,0.05106,0.08208,0.11419,0.04757,0.07854,0.04424,2.69313,3.52012,0.92451,0.83198,1.98715,4.65365,2.414,-3.06668
15146.0,1.04040003,2.0372617,25.33700905,0.97798597,0.05106,0.08208,0.11419,0.04757,0.07854,0.04424,2.69313,3.52012,0.15373,0.50557,1.98715,4.65365,2.414,-3.06668
15160.0,1.04040003,2.0372617,25.33700905,0.8367762,0.05106,0.08208,0.11419,0.04757,0.07854,0.04424,2.69313,3.52012,0.30783,0.36895,1.98715,4.65365,2.414,-3.06668
15191.0,1.04040003,2.0372617,25.33700905,0.82850377,0.05106,0.08208,0.11419,0.04757,0.07854,0.04424,2.69313,3.52012,0.24387,0.21632,1.98715,4.65365,2.414,-3.06668
15200.0,1.04040003,2.0372617,25.33700905,1.14432752,0.05106,0.08208,0.11419,0.04757,0.07854,0.04424,2.69313,3.52012,0.42362,0.68284,1.98715,4.65365,2.414,-3.06668
