SIID,simvar,transMult,a,e,i,m,rad,probDetect
657847.0,3.62626004,3.0,0.05028,0.03948,0.05334,0.49403,0.82630575,0.31724
657847.0,3.62626004,3.0,0.06793,0.04985,0.0646,0.53939,0.84311396,0.0608
657847.0,3.62626004,3.0,0.09024,0.0073,0.02198,0.72152,0.8944881,0.10602
657881.0,3.62626004,1.0,0.05028,0.03948,0.05334,0.49403,0.82630575,0.31724
657941.0,3.62626004,1.0,0.05028,0.03948,0.05334,0.49403,0.82630575,0.31724
657944.0,3.62626004,1.0,0.05028,0.03948,0.05334,0.49403,0.82630575,0.31724
657990.0,3.62626004,1.0,0.05028,0.03948,0.05334,0.49403,0.82630575,0.31724
657991.0,3.62626004,2.0,0.05028,0.03948,0.05334,0.49403,0.82630575,0.31724
657991.0,3.62626004,2.0,0.06793,0.04985,0.0646,0.53939,0.84311396,0.0608
658005.0,3.62626004,1.0,0.05028,0.03948,0.05334,0.49403,0.82630575,0.31724
658026.0,3.62626004,1.0,0.05028,0.03948,0.05334,0.49403,0.82630575,0.31724
658031.0,3.62626004,1.0,0.05028,0.03948,0.05334,0.49403,0.82630575,0.31724
658062.0,3.62626004,1.0,0.05028,0.03948,0.05334,0.49403,0.82630575,0.31724
658144.0,3.62626004,1.0,0.05028,0.03948,0.05334,0.49403,0.82630575,0.31724
658146.0,3.62626004,1.0,0.05028,0.03948,0.05334,0.49403,0.82630575,0.31724
658223.0,3.62626004,1.0,0.05028,0.03948,0.05334,0.49403,0.82630575,0.31724
658473.0,3.62626004,2.0,0.05028,0.03948,0.05334,0.49403,0.82630575,0.31724
658473.0,3.62626004,2.0,0.09024,0.0073,0.02198,0.72152,0.8944881,0.10602
658499.0,3.62626004,1.0,0.05028,0.03948,0.05334,0.49403,0.82630575,0.31724
658636.0,3.62626004,1.0,0.05028,0.03948,0.05334,0.49403,0.82630575,0.31724
658734.0,3.62626004,1.0,0.05028,0.03948,0.05334,0.49403,0.82630575,0.31724
658769.0,3.62626004,1.0,0.05028,0.03948,0.05334,0.49403,0.82630575,0.31724
658841.0,3.62626004,1.0,0.05028,0.03948,0.05334,0.49403,0.82630575,0.31724
659009.0,3.62626004,3.0,0.05028,0.03948,0.05334,0.49403,0.82630575,0.31724
659009.0,3.62626004,3.0,0.06793,0.04985,0.0646,0.53939,0.84311396,0.0608
659009.0,3.62626004,3.0,0.09024,0.0073,0.02198,0.72152,0.8944881,0.10602
659015.0,3.62626004,3.0,0.05028,0.03948,0.05334,0.49403,0.82630575,0.31724
659015.0,3.62626004,3.0,0.06793,0.04985,0.0646,0.53939,0.84311396,0.0608
659015.0,3.62626004,3.0,0.09024,0.0073,0.02198,0.72152,0.8944881,0.10602
659029.0,3.62626004,1.0,0.05028,0.03948,0.05334,0.49403,0.82630575,0.31724
659082.0,3.62626004,1.0,0.05028,0.03948,0.05334,0.49403,0.82630575,0.31724
659133.0,3.62626004,2.0,0.05028,0.03948,0.05334,0.49403,0.82630575,0.31724
659133.0,3.62626004,2.0,0.06793,0.04985,0.0646,0.53939,0.84311396,0.0608
659206.0,3.62626004,1.0,0.05028,0.03948,0.05334,0.49403,0.82630575,0.31724
659233.0,3.62626004,1.0,0.05028,0.03948,0.05334,0.49403,0.82630575,0.31724
659241.0,3.62626004,1.0,0.05028,0.03948,0.05334,0.49403,0.82630575,0.31724
659270.0,3.62626004,2.0,0.05028,0.03948,0.05334,0.49403,0.82630575,0.31724
659270.0,3.62626004,2.0,0.09024,0.0073,0.02198,0.72152,0.8944881,0.10602
659320.0,3.62626004,1.0,0.05028,0.03948,0.05334,0.49403,0.82630575,0.31724
659338.0,3.62626004,1.0,0.05028,0.03948,0.05334,0.49403,0.82630575,0.31724
659381.0,3.62626004,2.0,0.05028,0.03948,0.05334,0.49403,0.82630575,0.31724
659381.0,3.62626004,2.0,0.06793,0.04985,0.0646,0.53939,0.84311396,0.0608
659434.0,3.62626004,4.0,0.05028,0.03948,0.05334,0.49403,0.82630575,0.31724
659434.0,3.62626004,4.0,0.06793,0.04985,0.0646,0.53939,0.84311396,0.0608
659434.0,3.62626004,4.0,0.09024,0.0073,0.02198,0.72152,0.8944881,0.10602
659434.0,3.62626004,4.0,0.16114,0.00985,0.03174,0.76311,0.91960102,0.0
659510.0,3.62626004,1.0,0.05028,0.03948,0.05334,0.49403,0.82630575,0.31724
659626.0,3.62626004,1.0,0.05028,0.03948,0.05334,0.49403,0.82630575,0.31724
659642.0,3.62626004,1.0,0.05028,0.03948,0.05334,0.49403,0.82630575,0.31724
659681.0,3.62626004,2.0,0.05028,0.03948,0.05334,0.49403,0.82630575,0.31724
659681.0,3.62626004,2.0,0.09024,0.0073,0.02198,0.72152,0.8944881,0.10602
659682.0,3.62626004,3.0,0.05028,0.03948,0.05334,0.49403,0.82630575,0.31724
659682.0,3.62626004,3.0,0.06793,0.04985,0.0646,0.53939,0.84311396,0.0608
659682.0,3.62626004,3.0,0.16114,0.00985,0.03174,0.76311,0.91960102,0.0
659747.0,3.62626004,1.0,0.05028,0.03948,0.05334,0.49403,0.82630575,0.31724
659806.0,3.62626004,1.0,0.05028,0.03948,0.05334,0.49403,0.82630575,0.31724
659857.0,3.62626004,2.0,0.05028,0.03948,0.05334,0.49403,0.82630575,0.31724
659857.0,3.62626004,2.0,0.06793,0.04985,0.0646,0.53939,0.84311396,0.0608
650027.0,3.62626004,1.0,0.06793,0.04985,0.0646,0.53939,0.84311396,0.0608
650207.0,3.62626004,1.0,0.06793,0.04985,0.0646,0.53939,0.84311396,0.0608
650327.0,3.62626004,1.0,0.06793,0.04985,0.0646,0.53939,0.84311396,0.0608
650525.0,3.62626004,1.0,0.06793,0.04985,0.0646,0.53939,0.84311396,0.0608
650683.0,3.62626004,1.0,0.06793,0.04985,0.0646,0.53939,0.84311396,0.0608
650687.0,3.62626004,1.0,0.06793,0.04985,0.0646,0.53939,0.84311396,0.0608
650690.0,3.62626004,1.0,0.06793,0.04985,0.0646,0.53939,0.84311396,0.0608
650821.0,3.62626004,1.0,0.06793,0.04985,0.0646,0.53939,0.84311396,0.0608
651023.0,3.62626004,1.0,0.06793,0.04985,0.0646,0.53939,0.84311396,0.0608
651354.0,3.62626004,1.0,0.06793,0.04985,0.0646,0.53939,0.84311396,0.0608
651754.0,3.62626004,1.0,0.06793,0.04985,0.0646,0.53939,0.84311396,0.0608
652187.0,3.62626004,1.0,0.06793,0.04985,0.0646,0.53939,0.84311396,0.0608
652216.0,3.62626004,1.0,0.06793,0.04985,0.0646,0.53939,0.84311396,0.0608
652786.0,3.62626004,1.0,0.06793,0.04985,0.0646,0.53939,0.84311396,0.0608
652959.0,3.62626004,1.0,0.06793,0.04985,0.0646,0.53939,0.84311396,0.0608
653056.0,3.62626004,1.0,0.06793,0.04985,0.0646,0.53939,0.84311396,0.0608
653287.0,3.62626004,1.0,0.06793,0.04985,0.0646,0.53939,0.84311396,0.0608
653297.0,3.62626004,1.0,0.06793,0.04985,0.0646,0.53939,0.84311396,0.0608
653303.0,3.62626004,1.0,0.06793,0.04985,0.0646,0.53939,0.84311396,0.0608
653410.0,3.62626004,1.0,0.06793,0.04985,0.0646,0.53939,0.84311396,0.0608
653459.0,3.62626004,1.0,0.06793,0.04985,0.0646,0.53939,0.84311396,0.0608
653686.0,3.62626004,1.0,0.06793,0.04985,0.0646,0.53939,0.84311396,0.0608
653944.0,3.62626004,1.0,0.06793,0.04985,0.0646,0.53939,0.84311396,0.0608
654107.0,3.62626004,1.0,0.06793,0.04985,0.0646,0.53939,0.84311396,0.0608
654312.0,3.62626004,1.0,0.06793,0.04985,0.0646,0.53939,0.84311396,0.0608
654424.0,3.62626004,1.0,0.06793,0.04985,0.0646,0.53939,0.84311396,0.0608
654522.0,3.62626004,1.0,0.06793,0.04985,0.0646,0.53939,0.84311396,0.0608
654811.0,3.62626004,1.0,0.06793,0.04985,0.0646,0.53939,0.84311396,0.0608
654977.0,3.62626004,1.0,0.06793,0.04985,0.0646,0.53939,0.84311396,0.0608
655030.0,3.62626004,1.0,0.06793,0.04985,0.0646,0.53939,0.84311396,0.0608
655088.0,3.62626004,1.0,0.06793,0.04985,0.0646,0.53939,0.84311396,0.0608
655160.0,3.62626004,1.0,0.06793,0.04985,0.0646,0.53939,0.84311396,0.0608
655212.0,3.62626004,1.0,0.06793,0.04985,0.0646,0.53939,0.84311396,0.0608
655642.0,3.62626004,1.0,0.06793,0.04985,0.0646,0.53939,0.84311396,0.0608
655767.0,3.62626004,1.0,0.06793,0.04985,0.0646,0.53939,0.84311396,0.0608
655969.0,3.62626004,1.0,0.06793,0.04985,0.0646,0.53939,0.84311396,0.0608
656308.0,3.62626004,1.0,0.06793,0.04985,0.0646,0.53939,0.84311396,0.0608
656574.0,3.62626004,1.0,0.06793,0.04985,0.0646,0.53939,0.84311396,0.0608
656650.0,3.62626004,1.0,0.06793,0.04985,0.0646,0.53939,0.84311396,0.0608
656707.0,3.62626004,1.0,0.06793,0.04985,0.0646,0.53939,0.84311396,0.0608
656970.0,3.62626004,1.0,0.06793,0.04985,0.0646,0.53939,0.84311396,0.0608
658008.0,3.62626004,1.0,0.06793,0.04985,0.0646,0.53939,0.84311396,0.0608
658123.0,3.62626004,1.0,0.06793,0.04985,0.0646,0.53939,0.84311396,0.0608
658333.0,3.62626004,1.0,0.06793,0.04985,0.0646,0.53939,0.84311396,0.0608
658703.0,3.62626004,1.0,0.06793,0.04985,0.0646,0.53939,0.84311396,0.0608
658777.0,3.62626004,1.0,0.06793,0.04985,0.0646,0.53939,0.84311396,0.0608
658933.0,3.62626004,1.0,0.06793,0.04985,0.0646,0.53939,0.84311396,0.0608
659026.0,3.62626004,1.0,0.06793,0.04985,0.0646,0.53939,0.84311396,0.0608
659730.0,3.62626004,1.0,0.06793,0.04985,0.0646,0.53939,0.84311396,0.0608
660032.0,3.66667008,1.0,0.05282,0.04799,0.01845,0.47985,0.82800198,0.28916
660036.0,3.66667008,2.0,0.05282,0.04799,0.01845,0.47985,0.82800198,0.28916
660036.0,3.66667008,2.0,0.07179,0.02957,0.0402,0.68212,0.90462172,0.17499
660064.0,3.66667008,2.0,0.05282,0.04799,0.01845,0.47985,0.82800198,0.28916
660064.0,3.66667008,2.0,0.07179,0.02957,0.0402,0.68212,0.90462172,0.17499
660107.0,3.66667008,2.0,0.05282,0.04799,0.01845,0.47985,0.82800198,0.28916
660107.0,3.66667008,2.0,0.07179,0.02957,0.0402,0.68212,0.90462172,0.17499
660235.0,3.66667008,2.0,0.05282,0.04799,0.01845,0.47985,0.82800198,0.28916
660235.0,3.66667008,2.0,0.07179,0.02957,0.0402,0.68212,0.90462172,0.17499
660250.0,3.66667008,1.0,0.05282,0.04799,0.01845,0.47985,0.82800198,0.28916
660268.0,3.66667008,1.0,0.05282,0.04799,0.01845,0.47985,0.82800198,0.28916
660389.0,3.66667008,1.0,0.05282,0.04799,0.01845,0.47985,0.82800198,0.28916
660400.0,3.66667008,1.0,0.05282,0.04799,0.01845,0.47985,0.82800198,0.28916
660461.0,3.66667008,1.0,0.05282,0.04799,0.01845,0.47985,0.82800198,0.28916
660515.0,3.66667008,1.0,0.05282,0.04799,0.01845,0.47985,0.82800198,0.28916
660585.0,3.66667008,2.0,0.05282,0.04799,0.01845,0.47985,0.82800198,0.28916
660585.0,3.66667008,2.0,0.07179,0.02957,0.0402,0.68212,0.90462172,0.17499
660681.0,3.66667008,1.0,0.05282,0.04799,0.01845,0.47985,0.82800198,0.28916
660683.0,3.66667008,1.0,0.05282,0.04799,0.01845,0.47985,0.82800198,0.28916
660687.0,3.66667008,1.0,0.05282,0.04799,0.01845,0.47985,0.82800198,0.28916
660702.0,3.66667008,1.0,0.05282,0.04799,0.01845,0.47985,0.82800198,0.28916
660725.0,3.66667008,3.0,0.05282,0.04799,0.01845,0.47985,0.82800198,0.28916
660725.0,3.66667008,3.0,0.07179,0.02957,0.0402,0.68212,0.90462172,0.17499
660725.0,3.66667008,3.0,0.10176,0.05615,0.02951,0.7212,0.92173034,0.02158
660737.0,3.66667008,2.0,0.05282,0.04799,0.01845,0.47985,0.82800198,0.28916
660737.0,3.66667008,2.0,0.07179,0.02957,0.0402,0.68212,0.90462172,0.17499
660783.0,3.66667008,2.0,0.05282,0.04799,0.01845,0.47985,0.82800198,0.28916
660783.0,3.66667008,2.0,0.07179,0.02957,0.0402,0.68212,0.90462172,0.17499
660841.0,3.66667008,2.0,0.05282,0.04799,0.01845,0.47985,0.82800198,0.28916
660841.0,3.66667008,2.0,0.07179,0.02957,0.0402,0.68212,0.90462172,0.17499
660846.0,3.66667008,2.0,0.05282,0.04799,0.01845,0.47985,0.82800198,0.28916
660846.0,3.66667008,2.0,0.07179,0.02957,0.0402,0.68212,0.90462172,0.17499
660876.0,3.66667008,1.0,0.05282,0.04799,0.01845,0.47985,0.82800198,0.28916
660884.0,3.66667008,1.0,0.05282,0.04799,0.01845,0.47985,0.82800198,0.28916
660889.0,3.66667008,1.0,0.05282,0.04799,0.01845,0.47985,0.82800198,0.28916
660896.0,3.66667008,1.0,0.05282,0.04799,0.01845,0.47985,0.82800198,0.28916
661000.0,3.66667008,5.0,0.05282,0.04799,0.01845,0.47985,0.82800198,0.28916
661000.0,3.66667008,5.0,0.07179,0.02957,0.0402,0.68212,0.90462172,0.17499
661000.0,3.66667008,5.0,0.10176,0.05615,0.02951,0.7212,0.92173034,0.02158
661000.0,3.66667008,5.0,0.17334,0.02765,0.01545,0.82788,0.96430081,0.0
661000.0,3.66667008,5.0,0.23512,0.05664,0.01843,0.54191,0.84700429,0.0
661108.0,3.66667008,1.0,0.05282,0.04799,0.01845,0.47985,0.82800198,0.28916
661122.0,3.66667008,2.0,0.05282,0.04799,0.01845,0.47985,0.82800198,0.28916
661122.0,3.66667008,2.0,0.07179,0.02957,0.0402,0.68212,0.90462172,0.17499
661124.0,3.66667008,3.0,0.05282,0.04799,0.01845,0.47985,0.82800198,0.28916
661124.0,3.66667008,3.0,0.07179,0.02957,0.0402,0.68212,0.90462172,0.17499
661124.0,3.66667008,3.0,0.10176,0.05615,0.02951,0.7212,0.92173034,0.02158
661147.0,3.66667008,1.0,0.05282,0.04799,0.01845,0.47985,0.82800198,0.28916
661202.0,3.66667008,1.0,0.05282,0.04799,0.01845,0.47985,0.82800198,0.28916
661216.0,3.66667008,2.0,0.05282,0.04799,0.01845,0.47985,0.82800198,0.28916
661216.0,3.66667008,2.0,0.07179,0.02957,0.0402,0.68212,0.90462172,0.17499
661238.0,3.66667008,2.0,0.05282,0.04799,0.01845,0.47985,0.82800198,0.28916
661238.0,3.66667008,2.0,0.07179,0.02957,0.0402,0.68212,0.90462172,0.17499
661341.0,3.66667008,2.0,0.05282,0.04799,0.01845,0.47985,0.82800198,0.28916
661341.0,3.66667008,2.0,0.07179,0.02957,0.0402,0.68212,0.90462172,0.17499
661396.0,3.66667008,1.0,0.05282,0.04799,0.01845,0.47985,0.82800198,0.28916
661436.0,3.66667008,3.0,0.05282,0.04799,0.01845,0.47985,0.82800198,0.28916
661436.0,3.66667008,3.0,0.07179,0.02957,0.0402,0.68212,0.90462172,0.17499
661436.0,3.66667008,3.0,0.10176,0.05615,0.02951,0.7212,0.92173034,0.02158
661479.0,3.66667008,1.0,0.05282,0.04799,0.01845,0.47985,0.82800198,0.28916
661563.0,3.66667008,1.0,0.05282,0.04799,0.01845,0.47985,0.82800198,0.28916
661589.0,3.66667008,3.0,0.05282,0.04799,0.01845,0.47985,0.82800198,0.28916
661589.0,3.66667008,3.0,0.07179,0.02957,0.0402,0.68212,0.90462172,0.17499
661589.0,3.66667008,3.0,0.10176,0.05615,0.02951,0.7212,0.92173034,0.02158
661679.0,3.66667008,1.0,0.05282,0.04799,0.01845,0.47985,0.82800198,0.28916
661756.0,3.66667008,1.0,0.05282,0.04799,0.01845,0.47985,0.82800198,0.28916
661964.0,3.66667008,1.0,0.05282,0.04799,0.01845,0.47985,0.82800198,0.28916
662271.0,3.66667008,3.0,0.05282,0.04799,0.01845,0.47985,0.82800198,0.28916
662271.0,3.66667008,3.0,0.07179,0.02957,0.0402,0.68212,0.90462172,0.17499
662271.0,3.66667008,3.0,0.10176,0.05615,0.02951,0.7212,0.92173034,0.02158
662273.0,3.66667008,1.0,0.05282,0.04799,0.01845,0.47985,0.82800198,0.28916
662339.0,3.66667008,1.0,0.05282,0.04799,0.01845,0.47985,0.82800198,0.28916
662340.0,3.66667008,2.0,0.05282,0.04799,0.01845,0.47985,0.82800198,0.28916
662340.0,3.66667008,2.0,0.07179,0.02957,0.0402,0.68212,0.90462172,0.17499
662404.0,3.66667008,1.0,0.05282,0.04799,0.01845,0.47985,0.82800198,0.28916
662438.0,3.66667008,2.0,0.05282,0.04799,0.01845,0.47985,0.82800198,0.28916
662438.0,3.66667008,2.0,0.07179,0.02957,0.0402,0.68212,0.90462172,0.17499
662461.0,3.66667008,2.0,0.05282,0.04799,0.01845,0.47985,0.82800198,0.28916
662461.0,3.66667008,2.0,0.07179,0.02957,0.0402,0.68212,0.90462172,0.17499
662503.0,3.66667008,2.0,0.05282,0.04799,0.01845,0.47985,0.82800198,0.28916
662503.0,3.66667008,2.0,0.07179,0.02957,0.0402,0.68212,0.90462172,0.17499
662511.0,3.66667008,1.0,0.05282,0.04799,0.01845,0.47985,0.82800198,0.28916
662557.0,3.66667008,4.0,0.05282,0.04799,0.01845,0.47985,0.82800198,0.28916
662557.0,3.66667008,4.0,0.07179,0.02957,0.0402,0.68212,0.90462172,0.17499
662557.0,3.66667008,4.0,0.10176,0.05615,0.02951,0.7212,0.92173034,0.02158
662557.0,3.66667008,4.0,0.17334,0.02765,0.01545,0.82788,0.96430081,0.0
662568.0,3.66667008,1.0,0.05282,0.04799,0.01845,0.47985,0.82800198,0.28916
662571.0,3.66667008,2.0,0.05282,0.04799,0.01845,0.47985,0.82800198,0.28916
662571.0,3.66667008,2.0,0.07179,0.02957,0.0402,0.68212,0.90462172,0.17499
662725.0,3.66667008,2.0,0.05282,0.04799,0.01845,0.47985,0.82800198,0.28916
662725.0,3.66667008,2.0,0.07179,0.02957,0.0402,0.68212,0.90462172,0.17499
662775.0,3.66667008,1.0,0.05282,0.04799,0.01845,0.47985,0.82800198,0.28916
662777.0,3.66667008,1.0,0.05282,0.04799,0.01845,0.47985,0.82800198,0.28916
662825.0,3.66667008,3.0,0.05282,0.04799,0.01845,0.47985,0.82800198,0.28916
662825.0,3.66667008,3.0,0.07179,0.02957,0.0402,0.68212,0.90462172,0.17499
662825.0,3.66667008,3.0,0.10176,0.05615,0.02951,0.7212,0.92173034,0.02158
663055.0,3.66667008,2.0,0.05282,0.04799,0.01845,0.47985,0.82800198,0.28916
663055.0,3.66667008,2.0,0.10176,0.05615,0.02951,0.7212,0.92173034,0.02158
663093.0,3.66667008,1.0,0.05282,0.04799,0.01845,0.47985,0.82800198,0.28916
663108.0,3.66667008,1.0,0.05282,0.04799,0.01845,0.47985,0.82800198,0.28916
663120.0,3.66667008,3.0,0.05282,0.04799,0.01845,0.47985,0.82800198,0.28916
663120.0,3.66667008,3.0,0.07179,0.02957,0.0402,0.68212,0.90462172,0.17499
663120.0,3.66667008,3.0,0.10176,0.05615,0.02951,0.7212,0.92173034,0.02158
663145.0,3.66667008,2.0,0.05282,0.04799,0.01845,0.47985,0.82800198,0.28916
663145.0,3.66667008,2.0,0.07179,0.02957,0.0402,0.68212,0.90462172,0.17499
663162.0,3.66667008,1.0,0.05282,0.04799,0.01845,0.47985,0.82800198,0.28916
663197.0,3.66667008,1.0,0.05282,0.04799,0.01845,0.47985,0.82800198,0.28916
663341.0,3.66667008,1.0,0.05282,0.04799,0.01845,0.47985,0.82800198,0.28916
663414.0,3.66667008,1.0,0.05282,0.04799,0.01845,0.47985,0.82800198,0.28916
663644.0,3.66667008,2.0,0.05282,0.04799,0.01845,0.47985,0.82800198,0.28916
663644.0,3.66667008,2.0,0.07179,0.02957,0.0402,0.68212,0.90462172,0.17499
663653.0,3.66667008,1.0,0.05282,0.04799,0.01845,0.47985,0.82800198,0.28916
663682.0,3.66667008,1.0,0.05282,0.04799,0.01845,0.47985,0.82800198,0.28916
663775.0,3.66667008,3.0,0.05282,0.04799,0.01845,0.47985,0.82800198,0.28916
663775.0,3.66667008,3.0,0.07179,0.02957,0.0402,0.68212,0.90462172,0.17499
663775.0,3.66667008,3.0,0.10176,0.05615,0.02951,0.7212,0.92173034,0.02158
663777.0,3.66667008,1.0,0.05282,0.04799,0.01845,0.47985,0.82800198,0.28916
663857.0,3.66667008,2.0,0.05282,0.04799,0.01845,0.47985,0.82800198,0.28916
663857.0,3.66667008,2.0,0.07179,0.02957,0.0402,0.68212,0.90462172,0.17499
663889.0,3.66667008,1.0,0.05282,0.04799,0.01845,0.47985,0.82800198,0.28916
663936.0,3.66667008,3.0,0.05282,0.04799,0.01845,0.47985,0.82800198,0.28916
663936.0,3.66667008,3.0,0.07179,0.02957,0.0402,0.68212,0.90462172,0.17499
663936.0,3.66667008,3.0,0.10176,0.05615,0.02951,0.7212,0.92173034,0.02158
663977.0,3.66667008,1.0,0.05282,0.04799,0.01845,0.47985,0.82800198,0.28916
663996.0,3.66667008,3.0,0.05282,0.04799,0.01845,0.47985,0.82800198,0.28916
663996.0,3.66667008,3.0,0.07179,0.02957,0.0402,0.68212,0.90462172,0.17499
663996.0,3.66667008,3.0,0.10176,0.05615,0.02951,0.7212,0.92173034,0.02158
664001.0,3.66667008,1.0,0.05282,0.04799,0.01845,0.47985,0.82800198,0.28916
664004.0,3.66667008,1.0,0.05282,0.04799,0.01845,0.47985,0.82800198,0.28916
664045.0,3.66667008,1.0,0.05282,0.04799,0.01845,0.47985,0.82800198,0.28916
664138.0,3.66667008,2.0,0.05282,0.04799,0.01845,0.47985,0.82800198,0.28916
664138.0,3.66667008,2.0,0.07179,0.02957,0.0402,0.68212,0.90462172,0.17499
664237.0,3.66667008,1.0,0.05282,0.04799,0.01845,0.47985,0.82800198,0.28916
664251.0,3.66667008,1.0,0.05282,0.04799,0.01845,0.47985,0.82800198,0.28916
664281.0,3.66667008,2.0,0.05282,0.04799,0.01845,0.47985,0.82800198,0.28916
664281.0,3.66667008,2.0,0.07179,0.02957,0.0402,0.68212,0.90462172,0.17499
664345.0,3.66667008,2.0,0.05282,0.04799,0.01845,0.47985,0.82800198,0.28916
664345.0,3.66667008,2.0,0.07179,0.02957,0.0402,0.68212,0.90462172,0.17499
664352.0,3.66667008,3.0,0.05282,0.04799,0.01845,0.47985,0.82800198,0.28916
664352.0,3.66667008,3.0,0.07179,0.02957,0.0402,0.68212,0.90462172,0.17499
664352.0,3.66667008,3.0,0.10176,0.05615,0.02951,0.7212,0.92173034,0.02158
664364.0,3.66667008,1.0,0.05282,0.04799,0.01845,0.47985,0.82800198,0.28916
664407.0,3.66667008,1.0,0.05282,0.04799,0.01845,0.47985,0.82800198,0.28916
664408.0,3.66667008,1.0,0.05282,0.04799,0.01845,0.47985,0.82800198,0.28916
664480.0,3.66667008,2.0,0.05282,0.04799,0.01845,0.47985,0.82800198,0.28916
664480.0,3.66667008,2.0,0.07179,0.02957,0.0402,0.68212,0.90462172,0.17499
664518.0,3.66667008,2.0,0.05282,0.04799,0.01845,0.47985,0.82800198,0.28916
664518.0,3.66667008,2.0,0.07179,0.02957,0.0402,0.68212,0.90462172,0.17499
664521.0,3.66667008,2.0,0.05282,0.04799,0.01845,0.47985,0.82800198,0.28916
664521.0,3.66667008,2.0,0.07179,0.02957,0.0402,0.68212,0.90462172,0.17499
664546.0,3.66667008,2.0,0.05282,0.04799,0.01845,0.47985,0.82800198,0.28916
664546.0,3.66667008,2.0,0.07179,0.02957,0.0402,0.68212,0.90462172,0.17499
664615.0,3.66667008,2.0,0.05282,0.04799,0.01845,0.47985,0.82800198,0.28916
664615.0,3.66667008,2.0,0.07179,0.02957,0.0402,0.68212,0.90462172,0.17499
664654.0,3.66667008,2.0,0.05282,0.04799,0.01845,0.47985,0.82800198,0.28916
664654.0,3.66667008,2.0,0.07179,0.02957,0.0402,0.68212,0.90462172,0.17499
664691.0,3.66667008,3.0,0.05282,0.04799,0.01845,0.47985,0.82800198,0.28916
664691.0,3.66667008,3.0,0.07179,0.02957,0.0402,0.68212,0.90462172,0.17499
664691.0,3.66667008,3.0,0.10176,0.05615,0.02951,0.7212,0.92173034,0.02158
664780.0,3.66667008,1.0,0.05282,0.04799,0.01845,0.47985,0.82800198,0.28916
664975.0,3.66667008,3.0,0.05282,0.04799,0.01845,0.47985,0.82800198,0.28916
664975.0,3.66667008,3.0,0.07179,0.02957,0.0402,0.68212,0.90462172,0.17499
664975.0,3.66667008,3.0,0.10176,0.05615,0.02951,0.7212,0.92173034,0.02158
665044.0,3.66667008,1.0,0.05282,0.04799,0.01845,0.47985,0.82800198,0.28916
665069.0,3.66667008,2.0,0.05282,0.04799,0.01845,0.47985,0.82800198,0.28916
665069.0,3.66667008,2.0,0.07179,0.02957,0.0402,0.68212,0.90462172,0.17499
665105.0,3.66667008,2.0,0.05282,0.04799,0.01845,0.47985,0.82800198,0.28916
665105.0,3.66667008,2.0,0.07179,0.02957,0.0402,0.68212,0.90462172,0.17499
665146.0,3.66667008,3.0,0.05282,0.04799,0.01845,0.47985,0.82800198,0.28916
665146.0,3.66667008,3.0,0.07179,0.02957,0.0402,0.68212,0.90462172,0.17499
665146.0,3.66667008,3.0,0.10176,0.05615,0.02951,0.7212,0.92173034,0.02158
665159.0,3.66667008,1.0,0.05282,0.04799,0.01845,0.47985,0.82800198,0.28916
665160.0,3.66667008,1.0,0.05282,0.04799,0.01845,0.47985,0.82800198,0.28916
665204.0,3.66667008,2.0,0.05282,0.04799,0.01845,0.47985,0.82800198,0.28916
665204.0,3.66667008,2.0,0.07179,0.02957,0.0402,0.68212,0.90462172,0.17499
665407.0,3.66667008,3.0,0.05282,0.04799,0.01845,0.47985,0.82800198,0.28916
665407.0,3.66667008,3.0,0.07179,0.02957,0.0402,0.68212,0.90462172,0.17499
665407.0,3.66667008,3.0,0.10176,0.05615,0.02951,0.7212,0.92173034,0.02158
665429.0,3.66667008,1.0,0.05282,0.04799,0.01845,0.47985,0.82800198,0.28916
665437.0,3.66667008,2.0,0.05282,0.04799,0.01845,0.47985,0.82800198,0.28916
665437.0,3.66667008,2.0,0.07179,0.02957,0.0402,0.68212,0.90462172,0.17499
665446.0,3.66667008,2.0,0.05282,0.04799,0.01845,0.47985,0.82800198,0.28916
665446.0,3.66667008,2.0,0.07179,0.02957,0.0402,0.68212,0.90462172,0.17499
665534.0,3.66667008,1.0,0.05282,0.04799,0.01845,0.47985,0.82800198,0.28916
665555.0,3.66667008,1.0,0.05282,0.04799,0.01845,0.47985,0.82800198,0.28916
665596.0,3.66667008,2.0,0.05282,0.04799,0.01845,0.47985,0.82800198,0.28916
665596.0,3.66667008,2.0,0.07179,0.02957,0.0402,0.68212,0.90462172,0.17499
665642.0,3.66667008,1.0,0.05282,0.04799,0.01845,0.47985,0.82800198,0.28916
665652.0,3.66667008,3.0,0.05282,0.04799,0.01845,0.47985,0.82800198,0.28916
665652.0,3.66667008,3.0,0.07179,0.02957,0.0402,0.68212,0.90462172,0.17499
665652.0,3.66667008,3.0,0.10176,0.05615,0.02951,0.7212,0.92173034,0.02158
665747.0,3.66667008,2.0,0.05282,0.04799,0.01845,0.47985,0.82800198,0.28916
665747.0,3.66667008,2.0,0.07179,0.02957,0.0402,0.68212,0.90462172,0.17499
665773.0,3.66667008,2.0,0.05282,0.04799,0.01845,0.47985,0.82800198,0.28916
665773.0,3.66667008,2.0,0.07179,0.02957,0.0402,0.68212,0.90462172,0.17499
665815.0,3.66667008,3.0,0.05282,0.04799,0.01845,0.47985,0.82800198,0.28916
