SIID,simvar,transMult,a,e,i,m,rad,probDetect
24876.0,1.08080995,2.0,0.07491,0.02278,0.07028,3.31646,1.60687673,0.0
24890.0,1.08080995,3.0,0.0479,0.07412,0.0653,1.77917,1.21249735,0.54527
24890.0,1.08080995,3.0,0.07491,0.02278,0.07028,3.31646,1.60687673,0.0
24890.0,1.08080995,3.0,0.18097,0.08318,0.03436,3.76927,1.85147369,0.0
24909.0,1.08080995,3.0,0.0479,0.07412,0.0653,1.77917,1.21249735,0.54527
24909.0,1.08080995,3.0,0.07491,0.02278,0.07028,3.31646,1.60687673,0.0
24909.0,1.08080995,3.0,0.11929,0.07876,0.05086,2.80209,1.44658947,0.59609
24917.0,1.08080995,2.0,0.0479,0.07412,0.0653,1.77917,1.21249735,0.54527
24917.0,1.08080995,2.0,0.18097,0.08318,0.03436,3.76927,1.85147369,0.0
24936.0,1.08080995,2.0,0.0479,0.07412,0.0653,1.77917,1.21249735,0.54527
24936.0,1.08080995,2.0,0.07491,0.02278,0.07028,3.31646,1.60687673,0.0
24966.0,1.08080995,2.0,0.0479,0.07412,0.0653,1.77917,1.21249735,0.54527
24966.0,1.08080995,2.0,0.18097,0.08318,0.03436,3.76927,1.85147369,0.0
24975.0,1.08080995,2.0,0.0479,0.07412,0.0653,1.77917,1.21249735,0.54527
24975.0,1.08080995,2.0,0.11929,0.07876,0.05086,2.80209,1.44658947,0.59609
24977.0,1.08080995,1.0,0.0479,0.07412,0.0653,1.77917,1.21249735,0.54527
24981.0,1.08080995,1.0,0.0479,0.07412,0.0653,1.77917,1.21249735,0.54527
24990.0,1.08080995,3.0,0.0479,0.07412,0.0653,1.77917,1.21249735,0.54527
24990.0,1.08080995,3.0,0.07491,0.02278,0.07028,3.31646,1.60687673,0.0
24990.0,1.08080995,3.0,0.18097,0.08318,0.03436,3.76927,1.85147369,0.0
24996.0,1.08080995,1.0,0.0479,0.07412,0.0653,1.77917,1.21249735,0.54527
25022.0,1.08080995,2.0,0.0479,0.07412,0.0653,1.77917,1.21249735,0.54527
25022.0,1.08080995,2.0,0.11929,0.07876,0.05086,2.80209,1.44658947,0.59609
25030.0,1.08080995,3.0,0.0479,0.07412,0.0653,1.77917,1.21249735,0.54527
25030.0,1.08080995,3.0,0.07491,0.02278,0.07028,3.31646,1.60687673,0.0
25030.0,1.08080995,3.0,0.18097,0.08318,0.03436,3.76927,1.85147369,0.0
25044.0,1.08080995,3.0,0.0479,0.07412,0.0653,1.77917,1.21249735,0.54527
25044.0,1.08080995,3.0,0.07491,0.02278,0.07028,3.31646,1.60687673,0.0
25044.0,1.08080995,3.0,0.18097,0.08318,0.03436,3.76927,1.85147369,0.0
25051.0,1.08080995,2.0,0.0479,0.07412,0.0653,1.77917,1.21249735,0.54527
25051.0,1.08080995,2.0,0.18097,0.08318,0.03436,3.76927,1.85147369,0.0
25059.0,1.08080995,3.0,0.0479,0.07412,0.0653,1.77917,1.21249735,0.54527
25059.0,1.08080995,3.0,0.07491,0.02278,0.07028,3.31646,1.60687673,0.0
25059.0,1.08080995,3.0,0.11929,0.07876,0.05086,2.80209,1.44658947,0.59609
25068.0,1.08080995,1.0,0.0479,0.07412,0.0653,1.77917,1.21249735,0.54527
25101.0,1.08080995,2.0,0.0479,0.07412,0.0653,1.77917,1.21249735,0.54527
25101.0,1.08080995,2.0,0.07491,0.02278,0.07028,3.31646,1.60687673,0.0
25121.0,1.08080995,2.0,0.0479,0.07412,0.0653,1.77917,1.21249735,0.54527
25121.0,1.08080995,2.0,0.07491,0.02278,0.07028,3.31646,1.60687673,0.0
25122.0,1.08080995,2.0,0.0479,0.07412,0.0653,1.77917,1.21249735,0.54527
25122.0,1.08080995,2.0,0.07491,0.02278,0.07028,3.31646,1.60687673,0.0
25157.0,1.08080995,1.0,0.0479,0.07412,0.0653,1.77917,1.21249735,0.54527
25160.0,1.08080995,3.0,0.0479,0.07412,0.0653,1.77917,1.21249735,0.54527
25160.0,1.08080995,3.0,0.07491,0.02278,0.07028,3.31646,1.60687673,0.0
25160.0,1.08080995,3.0,0.18097,0.08318,0.03436,3.76927,1.85147369,0.0
25181.0,1.08080995,1.0,0.0479,0.07412,0.0653,1.77917,1.21249735,0.54527
25191.0,1.08080995,2.0,0.0479,0.07412,0.0653,1.77917,1.21249735,0.54527
25191.0,1.08080995,2.0,0.18097,0.08318,0.03436,3.76927,1.85147369,0.0
25253.0,1.08080995,5.0,0.0479,0.07412,0.0653,1.77917,1.21249735,0.54527
25253.0,1.08080995,5.0,0.07491,0.02278,0.07028,3.31646,1.60687673,0.0
25253.0,1.08080995,5.0,0.11929,0.07876,0.05086,2.80209,1.44658947,0.59609
25253.0,1.08080995,5.0,0.26507,0.01967,0.03737,2.32347,1.30371642,0.07326
25253.0,1.08080995,5.0,0.39545,0.03748,0.0227,3.78645,1.83267999,0.0
25260.0,1.08080995,2.0,0.0479,0.07412,0.0653,1.77917,1.21249735,0.54527
25260.0,1.08080995,2.0,0.07491,0.02278,0.07028,3.31646,1.60687673,0.0
25278.0,1.08080995,3.0,0.0479,0.07412,0.0653,1.77917,1.21249735,0.54527
25278.0,1.08080995,3.0,0.07491,0.02278,0.07028,3.31646,1.60687673,0.0
25278.0,1.08080995,3.0,0.11929,0.07876,0.05086,2.80209,1.44658947,0.59609
25281.0,1.08080995,1.0,0.0479,0.07412,0.0653,1.77917,1.21249735,0.54527
25304.0,1.08080995,2.0,0.0479,0.07412,0.0653,1.77917,1.21249735,0.54527
25304.0,1.08080995,2.0,0.07491,0.02278,0.07028,3.31646,1.60687673,0.0
25305.0,1.08080995,2.0,0.0479,0.07412,0.0653,1.77917,1.21249735,0.54527
25305.0,1.08080995,2.0,0.07491,0.02278,0.07028,3.31646,1.60687673,0.0
25318.0,1.08080995,3.0,0.0479,0.07412,0.0653,1.77917,1.21249735,0.54527
25318.0,1.08080995,3.0,0.07491,0.02278,0.07028,3.31646,1.60687673,0.0
25318.0,1.08080995,3.0,0.11929,0.07876,0.05086,2.80209,1.44658947,0.59609
25319.0,1.08080995,1.0,0.0479,0.07412,0.0653,1.77917,1.21249735,0.54527
25338.0,1.08080995,1.0,0.0479,0.07412,0.0653,1.77917,1.21249735,0.54527
25344.0,1.08080995,2.0,0.0479,0.07412,0.0653,1.77917,1.21249735,0.54527
25344.0,1.08080995,2.0,0.18097,0.08318,0.03436,3.76927,1.85147369,0.0
25353.0,1.08080995,1.0,0.0479,0.07412,0.0653,1.77917,1.21249735,0.54527
25390.0,1.08080995,2.0,0.0479,0.07412,0.0653,1.77917,1.21249735,0.54527
25390.0,1.08080995,2.0,0.18097,0.08318,0.03436,3.76927,1.85147369,0.0
25407.0,1.08080995,2.0,0.0479,0.07412,0.0653,1.77917,1.21249735,0.54527
25407.0,1.08080995,2.0,0.07491,0.02278,0.07028,3.31646,1.60687673,0.0
25417.0,1.08080995,2.0,0.0479,0.07412,0.0653,1.77917,1.21249735,0.54527
25417.0,1.08080995,2.0,0.07491,0.02278,0.07028,3.31646,1.60687673,0.0
25429.0,1.08080995,3.0,0.0479,0.07412,0.0653,1.77917,1.21249735,0.54527
25429.0,1.08080995,3.0,0.07491,0.02278,0.07028,3.31646,1.60687673,0.0
25429.0,1.08080995,3.0,0.11929,0.07876,0.05086,2.80209,1.44658947,0.59609
25437.0,1.08080995,1.0,0.0479,0.07412,0.0653,1.77917,1.21249735,0.54527
25446.0,1.08080995,2.0,0.0479,0.07412,0.0653,1.77917,1.21249735,0.54527
25446.0,1.08080995,2.0,0.18097,0.08318,0.03436,3.76927,1.85147369,0.0
25448.0,1.08080995,2.0,0.0479,0.07412,0.0653,1.77917,1.21249735,0.54527
25448.0,1.08080995,2.0,0.07491,0.02278,0.07028,3.31646,1.60687673,0.0
25470.0,1.08080995,1.0,0.0479,0.07412,0.0653,1.77917,1.21249735,0.54527
25503.0,1.08080995,4.0,0.0479,0.07412,0.0653,1.77917,1.21249735,0.54527
25503.0,1.08080995,4.0,0.07491,0.02278,0.07028,3.31646,1.60687673,0.0
25503.0,1.08080995,4.0,0.11929,0.07876,0.05086,2.80209,1.44658947,0.59609
25503.0,1.08080995,4.0,0.39545,0.03748,0.0227,3.78645,1.83267999,0.0
25521.0,1.08080995,3.0,0.0479,0.07412,0.0653,1.77917,1.21249735,0.54527
25521.0,1.08080995,3.0,0.07491,0.02278,0.07028,3.31646,1.60687673,0.0
25521.0,1.08080995,3.0,0.11929,0.07876,0.05086,2.80209,1.44658947,0.59609
25532.0,1.08080995,1.0,0.0479,0.07412,0.0653,1.77917,1.21249735,0.54527
25540.0,1.08080995,3.0,0.0479,0.07412,0.0653,1.77917,1.21249735,0.54527
25540.0,1.08080995,3.0,0.07491,0.02278,0.07028,3.31646,1.60687673,0.0
25540.0,1.08080995,3.0,0.18097,0.08318,0.03436,3.76927,1.85147369,0.0
25549.0,1.08080995,3.0,0.0479,0.07412,0.0653,1.77917,1.21249735,0.54527
25549.0,1.08080995,3.0,0.07491,0.02278,0.07028,3.31646,1.60687673,0.0
25549.0,1.08080995,3.0,0.18097,0.08318,0.03436,3.76927,1.85147369,0.0
25555.0,1.08080995,4.0,0.0479,0.07412,0.0653,1.77917,1.21249735,0.54527
25555.0,1.08080995,4.0,0.11929,0.07876,0.05086,2.80209,1.44658947,0.59609
25555.0,1.08080995,4.0,0.18097,0.08318,0.03436,3.76927,1.85147369,0.0
25555.0,1.08080995,4.0,0.39545,0.03748,0.0227,3.78645,1.83267999,0.0
25596.0,1.08080995,4.0,0.0479,0.07412,0.0653,1.77917,1.21249735,0.54527
25596.0,1.08080995,4.0,0.07491,0.02278,0.07028,3.31646,1.60687673,0.0
25596.0,1.08080995,4.0,0.11929,0.07876,0.05086,2.80209,1.44658947,0.59609
25596.0,1.08080995,4.0,0.39545,0.03748,0.0227,3.78645,1.83267999,0.0
25615.0,1.08080995,3.0,0.0479,0.07412,0.0653,1.77917,1.21249735,0.54527
25615.0,1.08080995,3.0,0.07491,0.02278,0.07028,3.31646,1.60687673,0.0
25615.0,1.08080995,3.0,0.11929,0.07876,0.05086,2.80209,1.44658947,0.59609
25626.0,1.08080995,3.0,0.0479,0.07412,0.0653,1.77917,1.21249735,0.54527
25626.0,1.08080995,3.0,0.07491,0.02278,0.07028,3.31646,1.60687673,0.0
25626.0,1.08080995,3.0,0.11929,0.07876,0.05086,2.80209,1.44658947,0.59609
25627.0,1.08080995,1.0,0.0479,0.07412,0.0653,1.77917,1.21249735,0.54527
25629.0,1.08080995,2.0,0.0479,0.07412,0.0653,1.77917,1.21249735,0.54527
25629.0,1.08080995,2.0,0.07491,0.02278,0.07028,3.31646,1.60687673,0.0
25660.0,1.08080995,3.0,0.0479,0.07412,0.0653,1.77917,1.21249735,0.54527
25660.0,1.08080995,3.0,0.07491,0.02278,0.07028,3.31646,1.60687673,0.0
25660.0,1.08080995,3.0,0.11929,0.07876,0.05086,2.80209,1.44658947,0.59609
25672.0,1.08080995,2.0,0.0479,0.07412,0.0653,1.77917,1.21249735,0.54527
25672.0,1.08080995,2.0,0.07491,0.02278,0.07028,3.31646,1.60687673,0.0
25708.0,1.08080995,2.0,0.0479,0.07412,0.0653,1.77917,1.21249735,0.54527
25708.0,1.08080995,2.0,0.07491,0.02278,0.07028,3.31646,1.60687673,0.0
25728.0,1.08080995,4.0,0.0479,0.07412,0.0653,1.77917,1.21249735,0.54527
25728.0,1.08080995,4.0,0.07491,0.02278,0.07028,3.31646,1.60687673,0.0
25728.0,1.08080995,4.0,0.11929,0.07876,0.05086,2.80209,1.44658947,0.59609
25728.0,1.08080995,4.0,0.39545,0.03748,0.0227,3.78645,1.83267999,0.0
25747.0,1.08080995,4.0,0.0479,0.07412,0.0653,1.77917,1.21249735,0.54527
25747.0,1.08080995,4.0,0.11929,0.07876,0.05086,2.80209,1.44658947,0.59609
25747.0,1.08080995,4.0,0.18097,0.08318,0.03436,3.76927,1.85147369,0.0
25747.0,1.08080995,4.0,0.39545,0.03748,0.0227,3.78645,1.83267999,0.0
25767.0,1.08080995,2.0,0.0479,0.07412,0.0653,1.77917,1.21249735,0.54527
25767.0,1.08080995,2.0,0.07491,0.02278,0.07028,3.31646,1.60687673,0.0
25803.0,1.08080995,2.0,0.0479,0.07412,0.0653,1.77917,1.21249735,0.54527
25803.0,1.08080995,2.0,0.11929,0.07876,0.05086,2.80209,1.44658947,0.59609
25805.0,1.08080995,3.0,0.0479,0.07412,0.0653,1.77917,1.21249735,0.54527
25805.0,1.08080995,3.0,0.07491,0.02278,0.07028,3.31646,1.60687673,0.0
25805.0,1.08080995,3.0,0.11929,0.07876,0.05086,2.80209,1.44658947,0.59609
25818.0,1.08080995,5.0,0.0479,0.07412,0.0653,1.77917,1.21249735,0.54527
25818.0,1.08080995,5.0,0.07491,0.02278,0.07028,3.31646,1.60687673,0.0
25818.0,1.08080995,5.0,0.11929,0.07876,0.05086,2.80209,1.44658947,0.59609
25818.0,1.08080995,5.0,0.18097,0.08318,0.03436,3.76927,1.85147369,0.0
25818.0,1.08080995,5.0,0.39545,0.03748,0.0227,3.78645,1.83267999,0.0
25844.0,1.08080995,2.0,0.0479,0.07412,0.0653,1.77917,1.21249735,0.54527
25844.0,1.08080995,2.0,0.07491,0.02278,0.07028,3.31646,1.60687673,0.0
25874.0,1.08080995,3.0,0.0479,0.07412,0.0653,1.77917,1.21249735,0.54527
25874.0,1.08080995,3.0,0.07491,0.02278,0.07028,3.31646,1.60687673,0.0
25874.0,1.08080995,3.0,0.11929,0.07876,0.05086,2.80209,1.44658947,0.59609
25941.0,1.08080995,1.0,0.0479,0.07412,0.0653,1.77917,1.21249735,0.54527
25987.0,1.08080995,1.0,0.0479,0.07412,0.0653,1.77917,1.21249735,0.54527
25989.0,1.08080995,4.0,0.0479,0.07412,0.0653,1.77917,1.21249735,0.54527
25989.0,1.08080995,4.0,0.07491,0.02278,0.07028,3.31646,1.60687673,0.0
25989.0,1.08080995,4.0,0.11929,0.07876,0.05086,2.80209,1.44658947,0.59609
25989.0,1.08080995,4.0,0.18097,0.08318,0.03436,3.76927,1.85147369,0.0
25999.0,1.08080995,3.0,0.0479,0.07412,0.0653,1.77917,1.21249735,0.54527
25999.0,1.08080995,3.0,0.07491,0.02278,0.07028,3.31646,1.60687673,0.0
25999.0,1.08080995,3.0,0.11929,0.07876,0.05086,2.80209,1.44658947,0.59609
26012.0,1.08080995,2.0,0.0479,0.07412,0.0653,1.77917,1.21249735,0.54527
26012.0,1.08080995,2.0,0.07491,0.02278,0.07028,3.31646,1.60687673,0.0
26046.0,1.08080995,2.0,0.0479,0.07412,0.0653,1.77917,1.21249735,0.54527
26046.0,1.08080995,2.0,0.18097,0.08318,0.03436,3.76927,1.85147369,0.0
26048.0,1.08080995,3.0,0.0479,0.07412,0.0653,1.77917,1.21249735,0.54527
26048.0,1.08080995,3.0,0.07491,0.02278,0.07028,3.31646,1.60687673,0.0
26048.0,1.08080995,3.0,0.18097,0.08318,0.03436,3.76927,1.85147369,0.0
26101.0,1.08080995,2.0,0.0479,0.07412,0.0653,1.77917,1.21249735,0.54527
26101.0,1.08080995,2.0,0.11929,0.07876,0.05086,2.80209,1.44658947,0.59609
26123.0,1.08080995,1.0,0.0479,0.07412,0.0653,1.77917,1.21249735,0.54527
26125.0,1.08080995,3.0,0.0479,0.07412,0.0653,1.77917,1.21249735,0.54527
26125.0,1.08080995,3.0,0.07491,0.02278,0.07028,3.31646,1.60687673,0.0
26125.0,1.08080995,3.0,0.11929,0.07876,0.05086,2.80209,1.44658947,0.59609
26131.0,1.08080995,3.0,0.0479,0.07412,0.0653,1.77917,1.21249735,0.54527
26131.0,1.08080995,3.0,0.07491,0.02278,0.07028,3.31646,1.60687673,0.0
26131.0,1.08080995,3.0,0.11929,0.07876,0.05086,2.80209,1.44658947,0.59609
26162.0,1.08080995,2.0,0.0479,0.07412,0.0653,1.77917,1.21249735,0.54527
26162.0,1.08080995,2.0,0.07491,0.02278,0.07028,3.31646,1.60687673,0.0
26166.0,1.08080995,2.0,0.0479,0.07412,0.0653,1.77917,1.21249735,0.54527
26166.0,1.08080995,2.0,0.18097,0.08318,0.03436,3.76927,1.85147369,0.0
26172.0,1.08080995,3.0,0.0479,0.07412,0.0653,1.77917,1.21249735,0.54527
26172.0,1.08080995,3.0,0.07491,0.02278,0.07028,3.31646,1.60687673,0.0
26172.0,1.08080995,3.0,0.11929,0.07876,0.05086,2.80209,1.44658947,0.59609
26180.0,1.08080995,1.0,0.0479,0.07412,0.0653,1.77917,1.21249735,0.54527
26199.0,1.08080995,2.0,0.0479,0.07412,0.0653,1.77917,1.21249735,0.54527
26199.0,1.08080995,2.0,0.07491,0.02278,0.07028,3.31646,1.60687673,0.0
26227.0,1.08080995,3.0,0.0479,0.07412,0.0653,1.77917,1.21249735,0.54527
26227.0,1.08080995,3.0,0.07491,0.02278,0.07028,3.31646,1.60687673,0.0
26227.0,1.08080995,3.0,0.11929,0.07876,0.05086,2.80209,1.44658947,0.59609
26241.0,1.08080995,3.0,0.0479,0.07412,0.0653,1.77917,1.21249735,0.54527
26241.0,1.08080995,3.0,0.07491,0.02278,0.07028,3.31646,1.60687673,0.0
26241.0,1.08080995,3.0,0.18097,0.08318,0.03436,3.76927,1.85147369,0.0
26248.0,1.08080995,3.0,0.0479,0.07412,0.0653,1.77917,1.21249735,0.54527
26248.0,1.08080995,3.0,0.07491,0.02278,0.07028,3.31646,1.60687673,0.0
26248.0,1.08080995,3.0,0.11929,0.07876,0.05086,2.80209,1.44658947,0.59609
26263.0,1.08080995,1.0,0.0479,0.07412,0.0653,1.77917,1.21249735,0.54527
26295.0,1.08080995,3.0,0.0479,0.07412,0.0653,1.77917,1.21249735,0.54527
26295.0,1.08080995,3.0,0.07491,0.02278,0.07028,3.31646,1.60687673,0.0
26295.0,1.08080995,3.0,0.39545,0.03748,0.0227,3.78645,1.83267999,0.0
26308.0,1.08080995,1.0,0.0479,0.07412,0.0653,1.77917,1.21249735,0.54527
26333.0,1.08080995,2.0,0.0479,0.07412,0.0653,1.77917,1.21249735,0.54527
26333.0,1.08080995,2.0,0.07491,0.02278,0.07028,3.31646,1.60687673,0.0
26398.0,1.08080995,2.0,0.0479,0.07412,0.0653,1.77917,1.21249735,0.54527
26398.0,1.08080995,2.0,0.07491,0.02278,0.07028,3.31646,1.60687673,0.0
26410.0,1.08080995,4.0,0.0479,0.07412,0.0653,1.77917,1.21249735,0.54527
26410.0,1.08080995,4.0,0.07491,0.02278,0.07028,3.31646,1.60687673,0.0
26410.0,1.08080995,4.0,0.11929,0.07876,0.05086,2.80209,1.44658947,0.59609
26410.0,1.08080995,4.0,0.18097,0.08318,0.03436,3.76927,1.85147369,0.0
26432.0,1.08080995,2.0,0.0479,0.07412,0.0653,1.77917,1.21249735,0.54527
26432.0,1.08080995,2.0,0.18097,0.08318,0.03436,3.76927,1.85147369,0.0
26436.0,1.08080995,4.0,0.0479,0.07412,0.0653,1.77917,1.21249735,0.54527
26436.0,1.08080995,4.0,0.07491,0.02278,0.07028,3.31646,1.60687673,0.0
26436.0,1.08080995,4.0,0.11929,0.07876,0.05086,2.80209,1.44658947,0.59609
26436.0,1.08080995,4.0,0.39545,0.03748,0.0227,3.78645,1.83267999,0.0
26483.0,1.08080995,3.0,0.0479,0.07412,0.0653,1.77917,1.21249735,0.54527
26483.0,1.08080995,3.0,0.07491,0.02278,0.07028,3.31646,1.60687673,0.0
26483.0,1.08080995,3.0,0.18097,0.08318,0.03436,3.76927,1.85147369,0.0
26520.0,1.08080995,3.0,0.0479,0.07412,0.0653,1.77917,1.21249735,0.54527
26520.0,1.08080995,3.0,0.07491,0.02278,0.07028,3.31646,1.60687673,0.0
26520.0,1.08080995,3.0,0.39545,0.03748,0.0227,3.78645,1.83267999,0.0
26525.0,1.08080995,3.0,0.0479,0.07412,0.0653,1.77917,1.21249735,0.54527
26525.0,1.08080995,3.0,0.07491,0.02278,0.07028,3.31646,1.60687673,0.0
26525.0,1.08080995,3.0,0.11929,0.07876,0.05086,2.80209,1.44658947,0.59609
26540.0,1.08080995,3.0,0.0479,0.07412,0.0653,1.77917,1.21249735,0.54527
26540.0,1.08080995,3.0,0.11929,0.07876,0.05086,2.80209,1.44658947,0.59609
26540.0,1.08080995,3.0,0.18097,0.08318,0.03436,3.76927,1.85147369,0.0
26556.0,1.08080995,2.0,0.0479,0.07412,0.0653,1.77917,1.21249735,0.54527
26556.0,1.08080995,2.0,0.18097,0.08318,0.03436,3.76927,1.85147369,0.0
26573.0,1.08080995,3.0,0.0479,0.07412,0.0653,1.77917,1.21249735,0.54527
26573.0,1.08080995,3.0,0.07491,0.02278,0.07028,3.31646,1.60687673,0.0
26573.0,1.08080995,3.0,0.18097,0.08318,0.03436,3.76927,1.85147369,0.0
26584.0,1.08080995,1.0,0.0479,0.07412,0.0653,1.77917,1.21249735,0.54527
26590.0,1.08080995,2.0,0.0479,0.07412,0.0653,1.77917,1.21249735,0.54527
26590.0,1.08080995,2.0,0.18097,0.08318,0.03436,3.76927,1.85147369,0.0
26634.0,1.08080995,4.0,0.0479,0.07412,0.0653,1.77917,1.21249735,0.54527
26634.0,1.08080995,4.0,0.07491,0.02278,0.07028,3.31646,1.60687673,0.0
26634.0,1.08080995,4.0,0.11929,0.07876,0.05086,2.80209,1.44658947,0.59609
26634.0,1.08080995,4.0,0.18097,0.08318,0.03436,3.76927,1.85147369,0.0
26657.0,1.08080995,1.0,0.0479,0.07412,0.0653,1.77917,1.21249735,0.54527
26686.0,1.08080995,2.0,0.0479,0.07412,0.0653,1.77917,1.21249735,0.54527
26686.0,1.08080995,2.0,0.07491,0.02278,0.07028,3.31646,1.60687673,0.0
26793.0,1.08080995,2.0,0.0479,0.07412,0.0653,1.77917,1.21249735,0.54527
26793.0,1.08080995,2.0,0.07491,0.02278,0.07028,3.31646,1.60687673,0.0
26814.0,1.08080995,3.0,0.0479,0.07412,0.0653,1.77917,1.21249735,0.54527
26814.0,1.08080995,3.0,0.07491,0.02278,0.07028,3.31646,1.60687673,0.0
26814.0,1.08080995,3.0,0.18097,0.08318,0.03436,3.76927,1.85147369,0.0
26818.0,1.08080995,2.0,0.0479,0.07412,0.0653,1.77917,1.21249735,0.54527
26818.0,1.08080995,2.0,0.07491,0.02278,0.07028,3.31646,1.60687673,0.0
26820.0,1.08080995,3.0,0.0479,0.07412,0.0653,1.77917,1.21249735,0.54527
26820.0,1.08080995,3.0,0.07491,0.02278,0.07028,3.31646,1.60687673,0.0
26820.0,1.08080995,3.0,0.11929,0.07876,0.05086,2.80209,1.44658947,0.59609
26834.0,1.08080995,2.0,0.0479,0.07412,0.0653,1.77917,1.21249735,0.54527
26834.0,1.08080995,2.0,0.07491,0.02278,0.07028,3.31646,1.60687673,0.0
26850.0,1.08080995,1.0,0.0479,0.07412,0.0653,1.77917,1.21249735,0.54527
26860.0,1.08080995,4.0,0.0479,0.07412,0.0653,1.77917,1.21249735,0.54527
26860.0,1.08080995,4.0,0.07491,0.02278,0.07028,3.31646,1.60687673,0.0
26860.0,1.08080995,4.0,0.11929,0.07876,0.05086,2.80209,1.44658947,0.59609
26860.0,1.08080995,4.0,0.18097,0.08318,0.03436,3.76927,1.85147369,0.0
26909.0,1.08080995,2.0,0.0479,0.07412,0.0653,1.77917,1.21249735,0.54527
26909.0,1.08080995,2.0,0.07491,0.02278,0.07028,3.31646,1.60687673,0.0
26923.0,1.08080995,1.0,0.0479,0.07412,0.0653,1.77917,1.21249735,0.54527
26949.0,1.08080995,2.0,0.0479,0.07412,0.0653,1.77917,1.21249735,0.54527
26949.0,1.08080995,2.0,0.07491,0.02278,0.07028,3.31646,1.60687673,0.0
26953.0,1.08080995,1.0,0.0479,0.07412,0.0653,1.77917,1.21249735,0.54527
26970.0,1.08080995,1.0,0.0479,0.07412,0.0653,1.77917,1.21249735,0.54527
26986.0,1.08080995,3.0,0.0479,0.07412,0.0653,1.77917,1.21249735,0.54527
26986.0,1.08080995,3.0,0.07491,0.02278,0.07028,3.31646,1.60687673,0.0
26986.0,1.08080995,3.0,0.18097,0.08318,0.03436,3.76927,1.85147369,0.0
27049.0,1.08080995,1.0,0.0479,0.07412,0.0653,1.77917,1.21249735,0.54527
27050.0,1.08080995,2.0,0.0479,0.07412,0.0653,1.77917,1.21249735,0.54527
27050.0,1.08080995,2.0,0.11929,0.07876,0.05086,2.80209,1.44658947,0.59609
27080.0,1.08080995,1.0,0.0479,0.07412,0.0653,1.77917,1.21249735,0.54527
27083.0,1.08080995,4.0,0.0479,0.07412,0.0653,1.77917,1.21249735,0.54527
27083.0,1.08080995,4.0,0.07491,0.02278,0.07028,3.31646,1.60687673,0.0
27083.0,1.08080995,4.0,0.11929,0.07876,0.05086,2.80209,1.44658947,0.59609
27083.0,1.08080995,4.0,0.39545,0.03748,0.0227,3.78645,1.83267999,0.0
27086.0,1.08080995,1.0,0.0479,0.07412,0.0653,1.77917,1.21249735,0.54527
27121.0,1.08080995,1.0,0.0479,0.07412,0.0653,1.77917,1.21249735,0.54527
27126.0,1.08080995,2.0,0.0479,0.07412,0.0653,1.77917,1.21249735,0.54527
27126.0,1.08080995,2.0,0.18097,0.08318,0.03436,3.76927,1.85147369,0.0
27145.0,1.08080995,3.0,0.0479,0.07412,0.0653,1.77917,1.21249735,0.54527
27145.0,1.08080995,3.0,0.07491,0.02278,0.07028,3.31646,1.60687673,0.0
27145.0,1.08080995,3.0,0.11929,0.07876,0.05086,2.80209,1.44658947,0.59609
27148.0,1.08080995,1.0,0.0479,0.07412,0.0653,1.77917,1.21249735,0.54527
27150.0,1.08080995,3.0,0.0479,0.07412,0.0653,1.77917,1.21249735,0.54527
27150.0,1.08080995,3.0,0.07491,0.02278,0.07028,3.31646,1.60687673,0.0
27150.0,1.08080995,3.0,0.11929,0.07876,0.05086,2.80209,1.44658947,0.59609
27160.0,1.08080995,1.0,0.0479,0.07412,0.0653,1.77917,1.21249735,0.54527
27177.0,1.08080995,4.0,0.0479,0.07412,0.0653,1.77917,1.21249735,0.54527
27177.0,1.08080995,4.0,0.07491,0.02278,0.07028,3.31646,1.60687673,0.0
27177.0,1.08080995,4.0,0.11929,0.07876,0.05086,2.80209,1.44658947,0.59609
27177.0,1.08080995,4.0,0.18097,0.08318,0.03436,3.76927,1.85147369,0.0
27197.0,1.08080995,2.0,0.0479,0.07412,0.0653,1.77917,1.21249735,0.54527
27197.0,1.08080995,2.0,0.07491,0.02278,0.07028,3.31646,1.60687673,0.0
27219.0,1.08080995,2.0,0.0479,0.07412,0.0653,1.77917,1.21249735,0.54527
27219.0,1.08080995,2.0,0.07491,0.02278,0.07028,3.31646,1.60687673,0.0
27226.0,1.08080995,3.0,0.0479,0.07412,0.0653,1.77917,1.21249735,0.54527
27226.0,1.08080995,3.0,0.07491,0.02278,0.07028,3.31646,1.60687673,0.0
27226.0,1.08080995,3.0,0.18097,0.08318,0.03436,3.76927,1.85147369,0.0
27238.0,1.08080995,3.0,0.0479,0.07412,0.0653,1.77917,1.21249735,0.54527
27238.0,1.08080995,3.0,0.07491,0.02278,0.07028,3.31646,1.60687673,0.0
27238.0,1.08080995,3.0,0.18097,0.08318,0.03436,3.76927,1.85147369,0.0
27270.0,1.08080995,1.0,0.0479,0.07412,0.0653,1.77917,1.21249735,0.54527
27276.0,1.08080995,2.0,0.0479,0.07412,0.0653,1.77917,1.21249735,0.54527
27276.0,1.08080995,2.0,0.07491,0.02278,0.07028,3.31646,1.60687673,0.0
27286.0,1.08080995,4.0,0.0479,0.07412,0.0653,1.77917,1.21249735,0.54527
27286.0,1.08080995,4.0,0.07491,0.02278,0.07028,3.31646,1.60687673,0.0
27286.0,1.08080995,4.0,0.11929,0.07876,0.05086,2.80209,1.44658947,0.59609
