stokesnum,a,e,i,node,peri,M,P,f,mass,PlanetNum,mrRad_ChenKipping
3.43e-05,0.4647675,0.04666465,0.02737212,0.04291749,5.985898000000001,1.7942360000000002,0.3168469,2.129229,2.476303e-06,109.0,0.9489610746618437
3.43e-05,0.5841359,0.007163038,0.05069365,2.599832,4.694063,5.041213,0.44644300000000003,4.019443,2.3385159999999997e-06,150.0,0.9292017229488401
3.43e-05,0.7522337,0.03311343,0.01799708,-2.7301830000000002,1.101596,0.3848014,0.6524141999999999,2.072156,2.414512e-06,192.0,0.9469063258399621
3.43e-05,1.0168620000000002,0.04848535,0.005527376,0.5427476,1.6900400000000002,3.957388,1.0253860000000001,1.8194029999999999,2.309289e-06,178.0,0.9236514823974175
3.43e-05,1.3534059999999999,0.06615041,0.1363414,-1.2854709999999998,4.589005,2.401796,1.574478,5.272291,2.0402110000000002e-07,222.0,0.4679687931698776
3.76e-05,0.05999967,0.06837206,0.03596808,-1.948559,0.9478406999999999,0.3045116,0.01469678,1.4397959999999999,5.145704e-06,0.0,1.2289106566625316
3.76e-05,0.09851344,0.02930713,0.01126332,1.718637,3.652681,4.758593,0.03092013,5.635719,3.5353769999999996e-06,41.0,1.0585633033153812
3.76e-05,0.13694360000000003,0.03841947,0.03689624,-1.510674,2.681127,1.214736,0.050676900000000004,0.04785679,2.851948e-06,70.0,0.9953364982199939
3.76e-05,0.1849421,0.03563531,0.07153838,2.370365,0.15342979999999998,0.7155029,0.07953361,4.406395,2.6627640000000004e-06,92.0,0.9918512777253259
3.76e-05,0.24707579999999998,0.02086153,0.03832331,0.8483450000000001,2.242961,4.453551999999999,0.12281199999999999,1.403275,2.688947e-06,122.0,0.9659181829747134
3.76e-05,0.3160452,0.05511002,0.02977609,-0.9944027,3.3713559999999996,4.465755000000001,0.1776723,2.181268,1.614046e-06,107.0,0.8385454013351334
3.76e-05,0.4005985,0.05342059,0.04734556,0.2518937,5.250634,4.229623,0.25354720000000003,4.906293,2.7009710000000003e-06,152.0,0.9796075966263704
3.76e-05,0.5015705,0.05582638,0.02251223,-2.3258099999999997,3.9666069999999998,4.677772,0.3552175,3.047876,2.563517e-06,103.0,0.9748379508735564
3.76e-05,0.6367799,0.03978805,0.02908534,2.678867,5.445608,5.368467,0.5081333,3.4985739999999996,2.327393e-06,164.0,0.9301593907367651
3.76e-05,0.8360658000000001,0.0669915,0.02840707,-2.141575,1.03502,6.094719,0.7644601,1.029986,3.030195e-06,161.0,1.0045705010613588
3.76e-05,1.167765,0.02477413,0.04903363,0.273701,4.918028,2.612304,1.2619049999999998,3.6780269999999997,9.943889e-07,183.0,0.7354464049681583
3.76e-05,1.5699370000000001,0.1081649,0.1313172,1.253854,1.229479,0.9561312,1.9670560000000001,4.540265,2.029942e-07,220.0,0.4789255728535614
4.13e-05,0.05483727,0.05402698,0.0188597,2.030895,3.740789,0.4374688,0.01284142,1.040261,3.600046e-06,0.0,1.049479083658767
4.13e-05,0.07666956,0.07129383,0.008256821999999999,-2.85317,1.953757,5.25172,0.02122918,6.130548999999999,2.7189819999999996e-06,22.0,0.969324860239154
4.13e-05,0.1032637,0.02147949,0.006471195999999999,-1.238248,6.277373000000001,1.6249959999999999,0.033183300000000006,2.880328,2.93496e-06,45.0,0.9914347400692117
4.13e-05,0.133213,0.05000887,0.028751699999999998,1.8659400000000002,2.09008,5.003125,0.04862027,1.1363889999999999,2.6136489999999997e-06,65.0,0.9671762700428553
4.13e-05,0.17363620000000002,0.0017626439999999998,0.01664211,0.9560069999999999,3.2805,6.273526,0.07235316,2.040165,2.428503e-06,88.0,0.9549291443909289
4.13e-05,0.214419,0.03729246,0.01640339,2.997312,3.316069,5.611818,0.09928674,5.531731,2.121166e-06,99.0,0.9406827939303932
4.13e-05,0.29276240000000003,0.01349302,0.02225412,0.7860213,4.213895,0.35238420000000004,0.1584049,1.66255,3.427994e-06,108.0,1.0620334209203637
4.13e-05,0.37348000000000003,0.007907927,0.01633336,-0.9096920000000001,4.926976,6.2201889999999995,0.22824239999999998,2.21559,1.9654239999999997e-06,134.0,0.8793689354367316
4.13e-05,0.5049659000000001,0.01050736,0.02186201,-0.6630375,1.517342,0.9959534999999999,0.358829,0.1446546,3.941653e-06,156.0,1.0763586090921633
4.13e-05,0.7027726,0.04662924,0.01603955,3.109122,4.005516,0.4547306,0.5891360999999999,5.870202,2.845461e-06,182.0,0.9986234562068339
4.13e-05,0.850508,0.04343417,0.04277211,-2.436872,3.873782,5.0140720000000005,0.7843531,3.542239,1.9515280000000002e-06,178.0,0.8958998924584545
4.13e-05,1.0963200000000002,0.01972609,0.01985257,0.43934639999999997,6.021478,1.548201,1.147886,1.409407,1.7156530000000001e-06,186.0,0.8503125448867641
4.5299999999999997e-05,0.05128419,0.06192261,0.07206506,-1.9497259999999998,4.30196,3.149957,0.01161379,0.8912821,5.489501e-06,0.0,1.2329920407358892
4.5299999999999997e-05,0.08897413,0.05948068,0.07059838,0.06913439,5.412955999999999,3.2733659999999998,0.02653953,3.98308,5.61375e-06,36.0,1.2116432266147836
4.5299999999999997e-05,0.134417,0.05904787,0.03604439,-0.013285499999999999,6.156779,5.874838,0.04928083,5.980795,3.156075e-06,71.0,1.0160839667526513
4.5299999999999997e-05,0.1834981,0.04598238,0.06054139,-0.1159141,2.820393,1.283881,0.07860377,4.7709980000000005,3.488766e-06,91.0,1.059128191920673
4.5299999999999997e-05,0.23953379999999996,0.07693528,0.05948349,2.619582,5.910399,3.190934,0.1172318,1.075819,2.298628e-06,122.0,0.9170390577296671
4.5299999999999997e-05,0.3120522,0.03143632,0.03580927,1.424213,1.5178120000000002,4.900215,0.1743151,2.01552,3.283887e-06,141.0,1.03426487014122
4.5299999999999997e-05,0.41283459999999994,0.02416274,0.07759161,0.08803975,2.527674,4.01461,0.2652527,1.4467379999999999,2.078003e-06,106.0,0.9184492243977691
4.5299999999999997e-05,0.5314707,0.01056021,0.06661022,2.5943970000000003,6.241086,4.919348,0.387447,2.381683,3.863973e-06,149.0,1.0728590143736798
4.5299999999999997e-05,0.7237043000000001,0.01979564,0.04596458,-2.758305,5.223357,4.559975,0.6156504,2.128773,3.95588e-06,183.0,1.0990123405397114
4.5299999999999997e-05,0.9570188000000001,0.04625073,0.04174509,2.781418,0.3073741,5.494855,0.9362149,2.4655400000000003,1.570811e-06,126.0,0.8443003426087493
4.5299999999999997e-05,1.3799569999999999,0.03082727,0.09789777,-0.7038233,5.536277,5.02166,1.621029,0.2012577,1.056555e-06,222.0,0.7539833388598602
4.98e-05,0.05144262,0.06800195,0.05317633,-0.5433136,2.3820490000000003,0.8102934,0.01166766,5.133223,4.178041e-06,0.0,1.1456415481794706
4.98e-05,0.08060032,0.007653839,0.003332017,2.827475,3.998154,0.8943648000000001,0.02288247,0.3572453,6.183798e-06,19.0,1.2374709503157195
4.98e-05,0.1326741,0.030439099999999997,0.02338748,0.04773815,0.12382149999999999,1.525087,0.04832546,1.41343,3.630596e-06,53.0,1.0731146512634335
4.98e-05,0.1870609,0.04574357,0.03343948,0.03094989,1.537944,5.090999,0.08090413,3.4898480000000003,4.304195e-06,85.0,1.0859115441419198
4.98e-05,0.2566079,0.09351421,0.02816856,-0.1989433,1.3638430000000001,0.9759565999999998,0.12998710000000002,6.054596,3.456823e-06,94.0,1.0650873640170277
4.98e-05,0.35989,0.0144338,0.02111845,3.114361,3.5141660000000003,5.116343,0.215898,4.742156,3.7428030000000003e-06,124.0,1.095783041539492
4.98e-05,0.47211620000000004,0.1074438,0.01297999,1.6064200000000002,1.3388799999999998,4.566618,0.3243905,1.832898,2.730994e-06,119.0,0.9637102842361196
4.98e-05,0.6596576999999999,0.01191677,0.01685882,0.2622643,2.483763,3.213245,0.5357603,0.478096,5.999225e-06,160.0,1.2547086595660264
4.98e-05,1.08382,0.08056865,0.10779489999999999,-2.783096,0.9988905999999999,3.6277480000000004,1.128309,5.2805230000000005,1.842747e-06,183.0,0.8718326467091293
4.98e-05,1.2791219999999999,0.2625442,0.1483276,0.0456204,4.404598,6.167668,1.4466379999999999,2.1945240000000004,2.483969e-07,197.0,0.504312164613102
4.98e-05,1.494826,0.2197762,0.08653922,2.571355,4.603365,4.2760370000000005,1.8275869999999999,3.301243,7.617310000000001e-07,198.0,0.6877695997713212
5.4600000000000006e-05,0.05980874,0.09853776,0.05668981,2.9776130000000003,1.184809,1.823663,0.01462667,3.8142339999999995,6.913393e-06,0.0,1.3452837154302042
5.4600000000000006e-05,0.09861225,0.05215338,0.008553775,2.146586,2.251497,0.3556276,0.03096661,2.319226,5.10516e-06,38.0,1.1698748224250672
5.4600000000000006e-05,0.16574529999999998,0.07710796,0.058734400000000006,-1.581553,0.3650333,4.489596,0.06747733,5.614744,6.1090930000000005e-06,63.0,1.2705747235281568
5.4600000000000006e-05,0.24726639999999997,0.06329796,0.05131633,-0.6204244999999999,3.4094339999999996,0.1548511,0.122954,3.591529,4.406039e-06,81.0,1.1166073564328252
5.4600000000000006e-05,0.42229179999999994,0.05723348,0.02588004,2.61891,2.082211,3.931018,0.274418,5.4291849999999995,7.291838e-06,122.0,1.3853212311631757
5.4600000000000006e-05,0.6210211999999999,0.05213932,0.03681431,0.9302159,3.634525,2.251769,0.48938630000000005,3.896674,4.09277e-06,164.0,1.0862727248942408
5.4600000000000006e-05,0.7794954000000001,0.02507875,0.01448766,-0.2759259,2.341316,6.175317,0.6881958,4.069333,2.559352e-06,176.0,0.9493632092137365
5.4600000000000006e-05,1.235802,0.02649271,0.01770054,-3.069111,2.7468779999999997,1.462508,1.3737780000000002,1.836134,1.996193e-06,151.0,0.8888196438865186
5.4600000000000006e-05,1.801338,0.1869831,0.19683420000000001,0.7205256999999999,4.38507,5.681369999999999,2.417601,0.8257494000000001,3.1063409999999997e-07,199.0,0.5277158562886543
5.99e-05,0.04833577,0.10256230000000001,0.1259076,-1.940993,0.7800024999999999,0.1132272,0.01062679,1.4766139999999999,3.237792e-06,0.0,1.025137034740898
5.99e-05,0.06760154,0.04056733,0.02470551,1.6126129999999999,3.5709190000000004,2.330727,0.01757653,3.408349,5.359403e-06,15.0,1.200651533926636
5.99e-05,0.11388699999999999,0.04919154,0.04391301,0.8295305000000001,6.077673,5.3387839999999995,0.03843328,4.616527,7.477630000000001e-06,42.0,1.384501576797505
5.99e-05,0.17238789999999998,0.02784414,0.0268836,1.7974560000000002,0.3074865,0.8094011999999999,0.07157413,4.933567,3.158936e-06,73.0,1.0296108477120978
5.99e-05,0.2265991,0.01296341,0.049091300000000004,-0.3330161,4.798483999999999,0.8946997,0.1078654,2.723049,3.879308e-06,93.0,1.0870250943098196
5.99e-05,0.3133017,0.0417668,0.0193329,0.5682949,6.028482,5.965038,0.17536310000000002,5.599972,4.00862e-06,108.0,1.107904893404597
5.99e-05,0.40922529999999996,0.01545749,0.004305053,3.061966,2.369394,1.609912,0.2617804,2.480884,3.1822640000000003e-06,132.0,1.0184149885227036
5.99e-05,0.5149699000000001,0.02947666,0.03754198,2.798728,4.422581,0.509077,0.3695429,5.828768,2.8925990000000002e-06,150.0,0.9964508242953585
5.99e-05,0.6649446,0.03790249,0.0372351,-2.4771799999999997,1.632442,5.812417,0.5422142,0.4029331,3.495623e-06,143.0,1.0617863726444567
5.99e-05,0.8423518,0.01763007,0.01875983,-1.076252,5.639518,4.790267,0.7730918000000001,0.23511089999999998,4.128838e-06,177.0,1.1108799762415154
5.99e-05,1.144236,0.06369117,0.02807857,2.237443,6.1021339999999995,0.8314943000000001,1.223954,4.935441,1.5401499999999998e-06,167.0,0.8559319892740593
6.579999999999999e-05,0.0639165,0.09953777,0.07828834,-0.6202225,4.987861,3.653399,0.01615915,5.425573,3.913791e-06,0.0,1.0930293706361336
6.579999999999999e-05,0.09419564,0.03894237,0.04690327,0.3040702,1.979873,2.94453,0.02890973,0.7102616999999999,5.972689e-06,7.0,1.207607299506118
6.579999999999999e-05,0.1621535,0.02547128,0.07412069,-2.326828,4.426319,1.796527,0.06529584,5.964548000000001,9.397155e-06,39.0,1.5435194226998137
6.579999999999999e-05,0.2993659,0.06144546,0.07406012,1.88674,0.09891425,4.0743089999999995,0.163794,2.191336,5.8025869999999996e-06,72.0,1.2129229435168136
6.579999999999999e-05,0.4863615,0.05203566,0.05551759,0.6004921999999999,2.5027470000000003,5.681525,0.3391809,2.6309310000000004,9.296676999999999e-06,109.0,1.5190508173527495
6.579999999999999e-05,0.8983625,0.1252643,0.0115712,-0.8976681999999999,2.238913,1.6958220000000002,0.8514695,0.4562273,4.076682e-06,133.0,1.1054617885061755
6.579999999999999e-05,1.2557200000000002,0.01129716,0.08732925,-2.3328,5.0257190000000005,5.744063,1.407117,3.053156,2.731743e-06,148.0,0.996118563765359
7.219999999999999e-05,0.05172098,0.02977858,0.06953423,1.997254,3.694483,1.72731,0.01176249,2.361327,3.641535e-06,0.0,1.0473439939363747
7.219999999999999e-05,0.0716813,0.02028212,0.043878,0.5271640000000001,0.4427264,4.353783999999999,0.0191914,3.374394,5.720181e-06,12.0,1.1704781421714465
7.219999999999999e-05,0.09836607,0.07709219,0.07887641,1.113833,3.9003370000000004,2.6228119999999997,0.03085071,3.7937980000000002,3.7131300000000005e-06,39.0,1.0640605018508844
7.219999999999999e-05,0.13636879999999998,0.02533921,0.05878592,2.9735709999999997,6.157012,1.2280010000000001,0.05035799,4.61327,6.157545e-06,45.0,1.2834126487308921
7.219999999999999e-05,0.2048629,0.02927634,0.03596374,0.9339301,2.717611,6.149139,0.09272321,2.531745,5.372758e-06,83.0,1.1983546343798213
7.219999999999999e-05,0.29631740000000006,0.04214057,0.01436637,1.147815,6.243449,3.8571730000000004,0.16129849999999998,2.7798279999999997,5.004087e-06,82.0,1.1574564255588484
7.219999999999999e-05,0.46873400000000004,0.04331063,0.05582485,-1.944364,4.733151,4.987278,0.3209087,2.266387,8.200292e-06,115.0,1.452180438763547
7.219999999999999e-05,0.6688755,0.06423809,0.03423414,0.4759503,6.187382,2.997904,0.5470272,2.677798,3.799262e-06,147.0,1.0706861283236608
7.219999999999999e-05,1.048308,0.03890216,0.02226937,-1.8009,4.469053,2.25141,1.073305,5.833491,5.201203e-06,154.0,1.2002997365973158
7.219999999999999e-05,1.851332,0.26773909999999995,0.09747623,0.7386655,4.9119470000000005,5.975239,2.5189369999999998,0.5700779,2.859057e-07,152.0,0.5190613502995971
7.92e-05,0.04762618,0.002157039,0.0022161389999999998,-0.6438441,6.104858,2.802825,0.01039365,3.622996,1.8690350000000001e-06,0.0,0.8952731588762648
7.92e-05,0.05793609,0.007464736,0.00176204,-0.9275078999999999,4.3627970000000005,2.268539,0.01394513,5.102657,3.716419e-06,2.0,1.0719689635010607
7.92e-05,0.06900703,0.003470664,0.00157949,-1.0033809999999999,5.686022,0.9984735,0.01812752,2.602588,1.574419e-06,21.0,0.848629102035998
7.92e-05,0.07620123,0.01861198,0.001181847,-1.1088799999999999,1.0415709999999998,2.728209,0.02103489,2.807873,2.076247e-06,29.0,0.9084606422345354
7.92e-05,0.09507001,0.009286364,0.0007174680000000001,-3.123127,1.632336,3.8914459999999997,0.02931319,5.367572,3.34835e-06,26.0,1.0502075102801247
7.92e-05,0.1067651,0.007803524,0.0008718183,2.8860580000000002,2.073632,0.6405568,0.03488517,1.978414,1.2832749999999998e-06,39.0,0.8089219124823092
7.92e-05,0.1257018,0.0009387769,0.002077352,2.69664,3.025388,4.8106279999999995,0.04456646,5.3703,4.016163e-06,52.0,1.0933267094204164
7.92e-05,0.1596264,0.00246802,0.0029566590000000004,2.273462,5.359528,1.5273379999999999,0.06377532,0.1784076,2.726597e-06,65.0,0.9936021390952974
7.92e-05,0.18043689999999998,0.004513466,0.002286905,2.1397470000000003,1.392256,2.283919,0.07664476,5.026525,1.46087e-06,82.0,0.8338816705990679
7.92e-05,0.20531939999999999,0.008823544000000001,0.0023654039999999998,1.781971,0.27922270000000005,2.641764,0.09303339999999999,0.5903394000000001,2.40135e-06,86.0,0.9486300086268094
7.92e-05,0.24188220000000002,0.00450317,0.001781859,0.38251940000000006,5.586525,0.1641268,0.1189599,0.4824335999999999,2.874721e-06,73.0,1.0008731121701389
7.92e-05,0.2869433,0.004833291,0.001019969,-1.046663,2.581657,2.9639759999999997,0.1537045,1.438559,2.560215e-06,108.0,0.9569048206025077
7.92e-05,0.3335074,0.0038236990000000003,0.01025176,-0.7139109,4.804105,2.337179,0.19259749999999998,4.522656,6.139674e-07,110.0,0.630259051187804
7.92e-05,0.3766216,0.002911038,0.0009281186999999999,-1.213028,2.348392,4.883872,0.2311272,3.745197,3.982303e-06,106.0,1.1057545863554346
7.92e-05,0.42969079999999993,0.008381654,0.0065006280000000005,-1.622588,6.063712000000001,4.243796,0.2816594,6.082537,9.200164000000001e-07,144.0,0.7240445602585432
7.92e-05,0.5068581,0.003406899,0.001643919,1.070774,2.353081,1.413778,0.36084520000000003,4.266952,3.1387470000000004e-06,135.0,1.0344481934444398
7.92e-05,0.6407811,0.0008066874000000001,0.001139172,-2.170427,1.889736,5.53567,0.5129262,5.815633999999999,4.030324e-06,137.0,1.1109807502952538
7.92e-05,0.7240681,0.01767256,0.02159389,1.887982,1.8810360000000002,3.457107,0.6161099,5.960196,3.8916759999999996e-07,166.0,0.5654346155843452
7.92e-05,0.8133874,0.003463098,0.0010361160000000001,-1.082634,4.057272,4.766928,0.7335595,1.7990400000000002,4.663778e-06,148.0,1.1435481471536395
7.92e-05,1.059849,0.002495218,0.0004343502,2.460709,5.747971,5.403271,1.091083,3.4761349999999998,2.52251e-06,133.0,0.9850592305775456
8.7e-05,0.05676988,0.02850582,0.03749376,-1.497232,4.392753,2.333707,0.01352621,5.690061,3.486714e-06,0.0,1.0547845620113727
8.7e-05,0.07651313,0.02981576,0.04094654,2.4681900000000003,0.9960249,5.02845,0.02116421,1.623845,5.43121e-06,12.0,1.1927355805417856
8.7e-05,0.1074252,0.03622499,0.04407533,-3.0506919999999997,5.413366000000001,5.724647,0.03520917,3.346807,5.583095e-06,31.0,1.2100969937790498
8.7e-05,0.1572063,0.07357596,0.03263634,-1.824399,1.626571,5.880653,0.06233049,6.045627,6.509691e-06,46.0,1.3320146332582916
8.7e-05,0.23379699999999998,0.02002435,0.01555446,1.343696,6.250772,3.7574379999999996,0.1130452,2.471329,7.842096e-06,70.0,1.4004756609912032
8.7e-05,0.3529733,0.0770797,0.02265795,2.559319,2.235636,4.470609,0.2097026,5.904823,3.472511e-06,98.0,1.051561161552057
8.7e-05,0.4273621,0.01950773,0.02262304,1.9778490000000002,3.309096,3.092618,0.279373,4.057633999999999,2.771855e-06,104.0,1.0046807188224438
8.7e-05,0.5695741,0.01769044,0.014906399999999998,-0.45753829999999995,4.083348,1.8181349999999998,0.4298502,4.441301999999999,8.930885e-06,95.0,1.5320178367648272
8.7e-05,0.9104855,0.02416229,0.03035927,-0.05193162,3.3916199999999996,3.941154,0.8687582,0.6295039000000001,5.0273970000000005e-06,133.0,1.2230695378841094
8.7e-05,1.270159,0.08128633,0.0197921,2.6331279999999997,2.971425,2.630836,1.431449,3.284788,1.931361e-06,159.0,0.9000611801898006
9.549999999999999e-05,0.04814995,0.04720057,0.02221879,1.327899,2.188604,3.2543279999999997,0.01056555,5.99507,8.378335e-06,0.0,1.4554488843183664
9.549999999999999e-05,0.0810093,0.01996161,0.01831812,-0.7626363,3.418419,5.010799,0.02305677,2.382787,9.690336e-06,26.0,1.5780253583325172
9.549999999999999e-05,0.1286729,0.04351363,0.06781187,0.3358137,3.922395,5.367854,0.04615569,1.189427,5.7573019999999995e-06,56.0,1.2099740280493105
9.549999999999999e-05,0.1689969,0.03955499,0.01953564,1.266083,5.8079160000000005,3.3502620000000003,0.06947235,2.601204,4.418191e-06,72.0,1.1424640105611532
9.549999999999999e-05,0.23416839999999997,0.02439658,0.04061505,-1.274744,0.8923234,3.029316,0.1133144,3.399087,6.254352e-06,82.0,1.2753977028643317
9.549999999999999e-05,0.3281801,0.07847307,0.04653547,-2.975311,0.1223805,5.139596,0.18800079999999997,1.86211,5.5182410000000005e-06,101.0,1.2287777794011308
9.549999999999999e-05,0.43766819999999995,0.06324366,0.01728265,2.597672,2.966314,3.2939220000000002,0.2895382,3.921143,5.101014e-06,125.0,1.1649239572914802
9.549999999999999e-05,0.630787,0.03750226,0.01851687,1.061018,1.617744,0.905964,0.5009720999999999,4.437657,8.574618e-06,124.0,1.4510535116492749
9.549999999999999e-05,0.9128594000000001,0.01896143,0.03255358,-1.671546,5.3417129999999995,0.1555915,0.8721530999999999,2.7821290000000003,4.1218300000000005e-06,161.0,1.0983490621283232
9.549999999999999e-05,1.167146,0.02733079,0.03501509,2.654776,4.5344169999999995,1.4535959999999999,1.260885,0.5768960999999999,2.346199e-06,158.0,0.9306827173715362
0.0001048,0.05051227,0.03357079,0.012127200000000001,2.819337,5.566345,0.6945216,0.01135256,4.808552,6.344941e-06,0.0,1.2981831774889385
0.0001048,0.07184625,0.04362954,0.003962297,0.15497470000000002,0.5709810000000001,6.2702860000000005,0.01925766,5.483140000000001,5.882071999999999e-06,16.0,1.2632828542452232
0.0001048,0.1052828,0.005474555999999999,0.02009253,-0.06698221,1.474759,1.892439,0.03416111,0.489795,8.397813e-06,35.0,1.4452776754069654
0.0001048,0.1561495,0.02388268,0.00862913,2.829328,5.832625,1.5559049999999999,0.06170281,5.424589,5.889777e-06,49.0,1.2101055851855755
0.0001048,0.1942424,0.02718029,0.0021167910000000002,1.5962290000000001,1.782142,2.073099,0.08560703,4.925009999999999,3.5178199999999997e-06,70.0,1.0615754510557998
0.0001048,0.25487329999999997,0.04068601,0.007234084,-2.554152,3.204508,1.82253,0.12867060000000002,1.2486,3.4875369999999996e-06,71.0,1.050801632442762
0.0001048,0.3094697,0.02211489,0.02672704,-1.236905,4.8590919999999995,3.6009290000000003,0.1721547,6.260961,5.254413e-06,89.0,1.2090441205494735
0.0001048,0.4055592,0.0019232729999999999,0.01068358,2.690861,2.8923669999999997,5.366795,0.2582679,6.065923000000001,5.405962e-06,118.0,1.1966510720422296
0.0001048,0.5351479,0.0116042,0.0034483659999999996,2.874917,0.2533433,1.020282,0.39147220000000005,4.155416000000001,6.320996e-06,115.0,1.299484820845961
0.0001048,0.6537289000000001,0.01200285,0.007266074,0.6057772,0.04233603,3.271291,0.5285468000000001,2.63492,2.69586e-06,136.0,0.9704695082012069
0.0001048,0.8628806999999998,0.004896434,0.01872094,1.339807,3.8834800000000005,2.423387,0.8015204,3.480024,2.724484e-06,127.0,0.9987655498565713
0.0001048,0.9737433000000001,0.002708315,0.004673644,-2.825417,5.812165,2.717483,0.9608471,6.012474,4.2108390000000004e-06,135.0,1.1309999203762322
0.0001048,1.252993,0.02086533,0.004410379,-0.364697,0.27985590000000005,0.8245326999999999,1.4025219999999998,0.9428337999999999,1.017484e-06,144.0,0.7482447658513725
0.00011499999999999999,0.05947933,0.05095549,0.02974773,-1.211387,4.039203,1.085995,0.01450601,4.442179,4.968773e-06,0.0,1.129151691878787
0.00011499999999999999,0.07657875,0.01283858,0.007003586,1.689501,1.010525,0.7047924,0.02119143,4.264709,4.534993e-06,6.0,1.1104927909129572
0.00011499999999999999,0.1023659,0.04199309,0.03719329,-2.5854470000000003,1.3186309999999999,5.024051999999999,0.03275139,0.008363044,6.6848969999999994e-06,22.0,1.2361390836657837
0.00011499999999999999,0.1404289,0.02671013,0.01897722,-2.851089,2.367197,6.274796,0.05262352,0.5007020000000001,7.1983749999999995e-06,43.0,1.4702125431329522
0.00011499999999999999,0.2218639,0.03156084,0.01300767,1.760505,3.6342440000000003,3.838515,0.10450160000000001,4.663842,9.956838e-06,59.0,1.6102073513282578
0.00011499999999999999,0.3707897,0.02621257,0.04743579,1.374823,5.069561,3.394016,0.2257783,3.228193,9.413331e-06,84.0,1.5482491742081468
0.00011499999999999999,0.5151786,0.03046889,0.003764874,-1.243355,0.8101166,4.1477580000000005,0.3697654,4.520919999999999,5.303903e-06,86.0,1.2078673729526375
0.00011499999999999999,0.7266885000000001,0.0388761,0.02955188,-0.42343159999999996,5.007686,0.43846579999999996,0.6194563,2.201286,6.091521e-06,118.0,1.2717279685213492
0.00011499999999999999,0.9933388000000001,0.015180500000000001,0.03095859,-2.12597,4.058705000000001,2.6886,0.9899950999999999,0.77698,6.144062e-06,126.0,1.2432717739051466
0.00011499999999999999,1.5948280000000001,0.279665,0.053283500000000004,0.7799921999999999,3.8404809999999996,6.021771,2.013991,1.956884,5.274031e-07,133.0,0.6278958149945972
0.0001262,0.05370231,0.05225183,0.07195492,0.4893949000000001,2.357802,2.777882,0.01244478,6.20613,1.050481e-05,0.0,1.6659012858354894
0.0001262,0.1019345,0.06116474,0.04413127,-1.302567,4.8091870000000005,0.3045753,0.03254437,3.088006,1.60679e-05,24.0,2.1769791318663634
0.0001262,0.1940448,0.06824546,0.008618411999999999,0.6112885,0.5170955,3.853614,0.08547577,2.776405,1.029143e-05,67.0,1.6607985960176244
0.0001262,0.289486,0.06840446,0.07934915,2.03742,5.168186,0.5515247,0.155752,5.858452,8.600389e-06,65.0,1.468007220776396
0.0001262,0.4885710999999999,0.04525168,0.01473154,-2.868009,4.471398000000001,1.151515,0.3414908,5.78969,1.2687219999999999e-05,103.0,1.6562293459260664
0.0001262,0.9108183000000001,0.03591738,0.03691922,-2.408912,0.9607118,1.906023,0.8692271,3.339703,8.133053e-06,108.0,1.4352536523207162
0.0001262,1.441633,0.04894803,0.05354765,-0.4763541,0.01616333,3.513413,1.730882,3.9041550000000003,2.195257e-06,154.0,0.9239229287408104
0.0001262,2.0496209999999997,0.23617190000000002,0.13287939999999998,0.39561890000000005,3.4060629999999996,3.330202,2.934238,5.526123999999999,7.241381e-07,155.0,0.678756775900743
0.0001385,0.04900478,0.0744738,0.0225755,1.7989119999999998,1.455516,2.590107,0.01084818,5.51996,4.232695e-06,0.0,1.1221251829890067
0.0001385,0.06578073,0.03914706,0.0204711,2.520171,5.672707,2.497211,0.01687119,0.63274,6.772312e-06,9.0,1.3090668374750343
0.0001385,0.09437630000000001,0.01858185,0.01578237,1.58641,3.909819,1.752154,0.02899278,2.559773,9.735199e-06,26.0,1.480193722529674
0.0001385,0.1420915,0.0277368,0.01594769,1.011967,0.6888677,1.477219,0.05356074,6.046838,5.925774e-06,45.0,1.2538948268267955
0.0001385,0.1871056,0.03278372,0.01683401,0.5442236,5.249473,1.303666,0.0809322,1.8564919999999998,6.331715e-06,65.0,1.3012255406667383
0.0001385,0.2464187,0.0068693059999999995,0.006208595999999999,2.407481,1.622718,1.0044680000000001,0.12232160000000002,3.25588,7.437573e-06,60.0,1.3521262473025148
0.0001385,0.3426872,0.01480026,0.006393662,-1.455889,5.970865,1.1842700000000002,0.2006024,2.957945,8.464305e-06,80.0,1.4478964352530053
0.0001385,0.5071926999999999,0.03307916,0.01064616,-0.9448181,3.552745,2.310345,0.3611998,5.965409999999999,6.660234000000001e-06,103.0,1.2980242722848927
0.0001385,0.6229631,0.01725792,0.01599543,-1.251854,3.608596,3.41126,0.4916768,1.084854,6.337519e-06,124.0,1.2876501266915739
0.0001385,0.8476991,0.03285379,0.005688611999999999,2.0390770000000003,2.127537,0.6517261,0.7804533,2.7913740000000002,6.588696e-06,134.0,1.277405708144184
0.0001385,1.123235,0.08580328,0.03341666,-2.389337,3.463325,2.1398610000000002,1.190397,1.2236040000000001,1.760422e-06,128.0,0.8515722084388557
0.0001385,1.426455,0.08469952,0.01117407,-0.8318545,1.500192,0.9598597,1.703628,0.34564870000000003,1.703364e-06,110.0,0.8777600798084548
0.000152,0.04972838,0.14955539999999998,0.01149617,2.544521,4.786121,1.426872,0.01108935,0.5128327,2.2171190000000002e-06,0.0,0.9053970835478401
