SIID,simvar,transMult
8012.0,1.14543998,1.0
8014.0,1.14543998,1.0
8041.0,1.14543998,1.0
8055.0,1.14543998,1.0
8058.0,1.14543998,2.0
8062.0,1.14543998,1.0
8076.0,1.14543998,1.0
8113.0,1.14543998,1.0
8117.0,1.14543998,1.0
8144.0,1.14543998,2.0
8163.0,1.14543998,1.0
8188.0,1.14543998,1.0
8196.0,1.14543998,1.0
8207.0,1.14543998,1.0
8223.0,1.14543998,2.0
8230.0,1.14543998,1.0
8234.0,1.14543998,1.0
8247.0,1.14543998,2.0
8254.0,1.14543998,3.0
8264.0,1.14543998,2.0
8265.0,1.14543998,2.0
8305.0,1.14543998,1.0
8338.0,1.14543998,1.0
8359.0,1.14543998,1.0
8366.0,1.14543998,1.0
8388.0,1.14543998,1.0
8413.0,1.14543998,1.0
8430.0,1.14543998,2.0
8436.0,1.14543998,1.0
8453.0,1.14543998,1.0
8462.0,1.14543998,1.0
8473.0,1.14543998,1.0
8475.0,1.14543998,2.0
8498.0,1.14543998,1.0
8499.0,1.14543998,1.0
8523.0,1.14543998,1.0
8536.0,1.14543998,1.0
8546.0,1.14543998,1.0
8565.0,1.14543998,2.0
8570.0,1.14543998,2.0
8621.0,1.14543998,2.0
8623.0,1.14543998,1.0
8636.0,1.14543998,2.0
8666.0,1.14543998,2.0
8718.0,1.14543998,2.0
8734.0,1.14543998,3.0
8752.0,1.14543998,1.0
8769.0,1.14543998,2.0
8772.0,1.14543998,1.0
8777.0,1.14543998,1.0
8783.0,1.14543998,1.0
8787.0,1.14543998,1.0
8796.0,1.14543998,1.0
8821.0,1.14543998,1.0
8825.0,1.14543998,2.0
8835.0,1.14543998,1.0
8841.0,1.14543998,1.0
8843.0,1.14543998,1.0
8857.0,1.14543998,2.0
8872.0,1.14543998,1.0
8879.0,1.14543998,1.0
8885.0,1.14543998,1.0
8930.0,1.14543998,1.0
8936.0,1.14543998,1.0
8957.0,1.14543998,1.0
8964.0,1.14543998,2.0
8971.0,1.14543998,1.0
8972.0,1.14543998,1.0
8986.0,1.14543998,2.0
9014.0,1.14543998,3.0
9017.0,1.14543998,1.0
9020.0,1.14543998,1.0
9029.0,1.14543998,3.0
9043.0,1.14543998,1.0
9047.0,1.14543998,1.0
9054.0,1.14543998,2.0
9059.0,1.14543998,1.0
9068.0,1.14543998,1.0
9108.0,1.14543998,2.0
9120.0,1.14543998,1.0
9130.0,1.14543998,1.0
9151.0,1.14543998,1.0
9169.0,1.14543998,2.0
9178.0,1.14543998,1.0
9189.0,1.14543998,1.0
9190.0,1.14543998,2.0
9206.0,1.14543998,1.0
9215.0,1.14543998,1.0
9220.0,1.14543998,1.0
9224.0,1.14543998,2.0
9233.0,1.14543998,1.0
9238.0,1.14543998,1.0
9250.0,1.14543998,1.0
9305.0,1.14543998,1.0
9318.0,1.14543998,1.0
9341.0,1.14543998,2.0
9347.0,1.14543998,1.0
9358.0,1.14543998,1.0
9376.0,1.14543998,1.0
9385.0,1.14543998,1.0
9387.0,1.14543998,1.0
9404.0,1.14543998,1.0
9440.0,1.14543998,1.0
9493.0,1.14543998,1.0
9494.0,1.14543998,1.0
9510.0,1.14543998,1.0
9515.0,1.14543998,2.0
9516.0,1.14543998,2.0
9527.0,1.14543998,1.0
9542.0,1.14543998,2.0
9553.0,1.14543998,2.0
9556.0,1.14543998,1.0
9558.0,1.14543998,1.0
9566.0,1.14543998,1.0
9591.0,1.14543998,1.0
9597.0,1.14543998,1.0
9626.0,1.14543998,1.0
9628.0,1.14543998,2.0
9642.0,1.14543998,2.0
9659.0,1.14543998,1.0
9661.0,1.14543998,1.0
9664.0,1.14543998,1.0
9681.0,1.14543998,1.0
9693.0,1.14543998,1.0
9707.0,1.14543998,1.0
9722.0,1.14543998,1.0
9727.0,1.14543998,3.0
9747.0,1.14543998,1.0
9775.0,1.14543998,3.0
9806.0,1.14543998,1.0
9821.0,1.14543998,1.0
9826.0,1.14543998,1.0
9829.0,1.14543998,1.0
9841.0,1.14543998,1.0
9858.0,1.14543998,1.0
9884.0,1.14543998,2.0
9909.0,1.14543998,2.0
9929.0,1.14543998,1.0
9944.0,1.14543998,1.0
9961.0,1.14543998,1.0
9981.0,1.14543998,1.0
9999.0,1.14543998,2.0
107.0,1.14543998,2.0
235.0,1.14543998,2.0
277.0,1.14543998,2.0
278.0,1.14543998,2.0
308.0,1.14543998,1.0
400.0,1.14543998,2.0
452.0,1.14543998,2.0
453.0,1.14543998,1.0
554.0,1.14543998,1.0
620.0,1.14543998,2.0
702.0,1.14543998,2.0
727.0,1.14543998,2.0
788.0,1.14543998,1.0
846.0,1.14543998,2.0
853.0,1.14543998,1.0
906.0,1.14543998,2.0
1247.0,1.14543998,2.0
1266.0,1.14543998,2.0
1282.0,1.14543998,2.0
1370.0,1.14543998,1.0
1458.0,1.14543998,2.0
1568.0,1.14543998,2.0
1603.0,1.14543998,1.0
1609.0,1.14543998,2.0
1623.0,1.14543998,1.0
1811.0,1.14543998,2.0
1906.0,1.14543998,2.0
1920.0,1.14543998,1.0
1964.0,1.14543998,1.0
2042.0,1.14543998,1.0
2089.0,1.14543998,2.0
2210.0,1.14543998,1.0
2239.0,1.14543998,2.0
2269.0,1.14543998,1.0
2340.0,1.14543998,1.0
2368.0,1.14543998,2.0
2627.0,1.14543998,1.0
2634.0,1.14543998,2.0
2650.0,1.14543998,1.0
2716.0,1.14543998,1.0
2764.0,1.14543998,1.0
2825.0,1.14543998,1.0
2878.0,1.14543998,1.0
3027.0,1.14543998,1.0
3048.0,1.14543998,1.0
3108.0,1.14543998,2.0
3120.0,1.14543998,1.0
3121.0,1.14543998,1.0
3145.0,1.14543998,1.0
3147.0,1.14543998,2.0
3203.0,1.14543998,2.0
3213.0,1.14543998,2.0
3341.0,1.14543998,1.0
3411.0,1.14543998,1.0
3414.0,1.14543998,3.0
3471.0,1.14543998,2.0
3493.0,1.14543998,2.0
3502.0,1.14543998,1.0
3518.0,1.14543998,1.0
3566.0,1.14543998,2.0
3628.0,1.14543998,1.0
3631.0,1.14543998,1.0
3660.0,1.14543998,2.0
4001.0,1.14543998,2.0
4006.0,1.14543998,1.0
4028.0,1.14543998,1.0
4029.0,1.14543998,1.0
4171.0,1.14543998,2.0
4184.0,1.14543998,3.0
4327.0,1.14543998,1.0
4337.0,1.14543998,2.0
4476.0,1.14543998,1.0
4549.0,1.14543998,2.0
4590.0,1.14543998,2.0
4603.0,1.14543998,1.0
4784.0,1.14543998,2.0
4866.0,1.14543998,1.0
4917.0,1.14543998,2.0
4983.0,1.14543998,1.0
5005.0,1.14543998,2.0
5051.0,1.14543998,2.0
5053.0,1.14543998,2.0
5204.0,1.14543998,3.0
5234.0,1.14543998,1.0
5318.0,1.14543998,2.0
5328.0,1.14543998,2.0
5357.0,1.14543998,1.0
5410.0,1.14543998,1.0
5543.0,1.14543998,2.0
5555.0,1.14543998,1.0
5608.0,1.14543998,3.0
5610.0,1.14543998,1.0
5814.0,1.14543998,2.0
5870.0,1.14543998,1.0
5932.0,1.14543998,1.0
5945.0,1.14543998,1.0
6125.0,1.14543998,1.0
6276.0,1.14543998,2.0
6335.0,1.14543998,1.0
6337.0,1.14543998,2.0
6344.0,1.14543998,2.0
6353.0,1.14543998,2.0
6407.0,1.14543998,2.0
6436.0,1.14543998,1.0
6465.0,1.14543998,2.0
6477.0,1.14543998,1.0
6516.0,1.14543998,2.0
6520.0,1.14543998,2.0
6587.0,1.14543998,2.0
6602.0,1.14543998,1.0
6713.0,1.14543998,1.0
6820.0,1.14543998,2.0
6876.0,1.14543998,2.0
7126.0,1.14543998,3.0
7158.0,1.14543998,1.0
7214.0,1.14543998,2.0
7258.0,1.14543998,1.0
7336.0,1.14543998,1.0
7426.0,1.14543998,2.0
7434.0,1.14543998,2.0
7525.0,1.14543998,2.0
7616.0,1.14543998,2.0
7663.0,1.14543998,1.0
7710.0,1.14543998,1.0
7734.0,1.14543998,1.0
7765.0,1.14543998,1.0
